W0321 19:05:37.341000 124096 torch/distributed/run.py:803] 
W0321 19:05:37.341000 124096 torch/distributed/run.py:803] *****************************************
W0321 19:05:37.341000 124096 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0321 19:05:37.341000 124096 torch/distributed/run.py:803] *****************************************
logs/final_seed1337.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=./data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=./data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:25517137
world_size:8 grad_accum_steps:1
attention_mode:gqa num_heads:8 num_kv_heads:4
tie_embeddings:True embed_lr:0.03 matrix_lr:0.02 scalar_lr:0.02
train_batch_tokens:524288 train_seq_len:2048 iterations:20000 warmup_steps:20 max_wallclock_seconds:600.000
seed:1337
warmup_step:1/20
warmup_step:2/20
warmup_step:3/20
warmup_step:4/20
warmup_step:5/20
warmup_step:6/20
warmup_step:7/20
warmup_step:8/20
warmup_step:9/20
warmup_step:10/20
warmup_step:11/20
warmup_step:12/20
warmup_step:13/20
warmup_step:14/20
warmup_step:15/20
warmup_step:16/20
warmup_step:17/20
warmup_step:18/20
warmup_step:19/20
warmup_step:20/20
step:1/20000 train_loss:6.9287 train_time:111ms step_avg:111.25ms
step:2/20000 train_loss:7.9883 train_time:182ms step_avg:91.05ms
step:3/20000 train_loss:7.5060 train_time:254ms step_avg:84.59ms
step:4/20000 train_loss:6.9667 train_time:325ms step_avg:81.33ms
step:5/20000 train_loss:6.6609 train_time:397ms step_avg:79.41ms
step:6/20000 train_loss:7.5281 train_time:469ms step_avg:78.17ms
step:7/20000 train_loss:6.4711 train_time:554ms step_avg:79.14ms
step:8/20000 train_loss:6.3811 train_time:642ms step_avg:80.23ms
step:9/20000 train_loss:6.2961 train_time:716ms step_avg:79.54ms
step:10/20000 train_loss:6.1301 train_time:789ms step_avg:78.86ms
step:500/20000 train_loss:2.3869 train_time:37661ms step_avg:75.32ms
step:1000/20000 train_loss:2.3131 train_time:79427ms step_avg:79.43ms
step:1500/20000 train_loss:2.1792 train_time:117515ms step_avg:78.34ms
step:2000/20000 train_loss:2.1862 train_time:158427ms step_avg:79.21ms
step:2500/20000 train_loss:2.0644 train_time:198995ms step_avg:79.60ms
step:3000/20000 train_loss:2.1605 train_time:236022ms step_avg:78.67ms
step:3500/20000 train_loss:2.1964 train_time:277499ms step_avg:79.29ms
step:4000/20000 train_loss:2.1031 train_time:317113ms step_avg:79.28ms
step:4500/20000 train_loss:2.1834 train_time:360366ms step_avg:80.08ms
step:5000/20000 train_loss:1.9245 train_time:401822ms step_avg:80.36ms
step:5500/20000 train_loss:2.0428 train_time:442530ms step_avg:80.46ms
swa:start step:5850
step:6000/20000 train_loss:2.1023 train_time:485833ms step_avg:80.97ms
step:6500/20000 train_loss:1.9443 train_time:529206ms step_avg:81.42ms
step:7000/20000 train_loss:2.0724 train_time:568434ms step_avg:81.20ms
step:7361/20000 val_loss:1.9598 val_bpb:1.1607 train_time:599975ms step_avg:81.51ms
stopping_early: wallclock_cap train_time:599975ms step:7361/20000
peak memory allocated: 12684 MiB reserved: 12810 MiB
swa:applying averaged 31 checkpoints
Serialized model: 98437419 bytes
Code size: 52930 bytes
Total submission size: 98490349 bytes
Serialized model int6+zstd: 15874157 bytes
  sliding_eval [ 63.4%] 76832/121136 windows running_bpb=1.150065
  sliding_eval [ 64.7%] 78432/121136 windows running_bpb=1.150625
  sliding_eval [ 66.1%] 80032/121136 windows running_bpb=1.150932
  sliding_eval [ 67.4%] 81632/121136 windows running_bpb=1.150638
  sliding_eval [ 68.7%] 83232/121136 windows running_bpb=1.151654
  sliding_eval [ 70.0%] 84832/121136 windows running_bpb=1.153597
  sliding_eval [ 71.4%] 86432/121136 windows running_bpb=1.152902
  sliding_eval [ 72.7%] 88032/121136 windows running_bpb=1.153634
  sliding_eval [ 74.0%] 89632/121136 windows running_bpb=1.153989
  sliding_eval [ 75.3%] 91232/121136 windows running_bpb=1.153982
  sliding_eval [ 76.6%] 92832/121136 windows running_bpb=1.153563
  sliding_eval [ 78.0%] 94432/121136 windows running_bpb=1.153830
  sliding_eval [ 79.3%] 96032/121136 windows running_bpb=1.153220
  sliding_eval [ 80.6%] 97632/121136 windows running_bpb=1.156029
  sliding_eval [ 81.9%] 99232/121136 windows running_bpb=1.156020
  sliding_eval [ 83.2%] 100832/121136 windows running_bpb=1.156073
  sliding_eval [ 84.6%] 102432/121136 windows running_bpb=1.155703
  sliding_eval [ 85.9%] 104032/121136 windows running_bpb=1.155209
  sliding_eval [ 87.2%] 105632/121136 windows running_bpb=1.154456
  sliding_eval [ 88.5%] 107232/121136 windows running_bpb=1.154443
  sliding_eval [ 89.8%] 108832/121136 windows running_bpb=1.155088
  sliding_eval [ 91.2%] 110432/121136 windows running_bpb=1.155150
  sliding_eval [ 92.5%] 112032/121136 windows running_bpb=1.155136
  sliding_eval [ 93.8%] 113632/121136 windows running_bpb=1.155579
  sliding_eval [ 95.1%] 115232/121136 windows running_bpb=1.155351
  sliding_eval [ 96.4%] 116832/121136 windows running_bpb=1.154960
  sliding_eval [ 97.8%] 118432/121136 windows running_bpb=1.155264
  sliding_eval [ 99.1%] 120032/121136 windows running_bpb=1.155355
final_int8_zlib_roundtrip val_loss:1.9412 val_bpb:1.1497 eval_time:171081ms
final_int8_zlib_roundtrip_exact val_loss:1.94123297 val_bpb:1.14971055
