W0321 19:34:07.705000 125788 torch/distributed/run.py:803] 
W0321 19:34:07.705000 125788 torch/distributed/run.py:803] *****************************************
W0321 19:34:07.705000 125788 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0321 19:34:07.705000 125788 torch/distributed/run.py:803] *****************************************
logs/final_seed7.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=./data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=./data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:25517137
world_size:8 grad_accum_steps:1
attention_mode:gqa num_heads:8 num_kv_heads:4
tie_embeddings:True embed_lr:0.03 matrix_lr:0.02 scalar_lr:0.02
train_batch_tokens:524288 train_seq_len:2048 iterations:20000 warmup_steps:20 max_wallclock_seconds:600.000
seed:7
warmup_step:1/20
warmup_step:2/20
warmup_step:3/20
warmup_step:4/20
warmup_step:5/20
warmup_step:6/20
warmup_step:7/20
warmup_step:8/20
warmup_step:9/20
warmup_step:10/20
warmup_step:11/20
warmup_step:12/20
warmup_step:13/20
warmup_step:14/20
warmup_step:15/20
warmup_step:16/20
warmup_step:17/20
warmup_step:18/20
warmup_step:19/20
warmup_step:20/20
step:1/20000 train_loss:6.9288 train_time:134ms step_avg:134.04ms
step:2/20000 train_loss:7.9474 train_time:203ms step_avg:101.55ms
step:3/20000 train_loss:7.5015 train_time:280ms step_avg:93.49ms
step:4/20000 train_loss:7.0407 train_time:353ms step_avg:88.28ms
step:5/20000 train_loss:6.7112 train_time:428ms step_avg:85.61ms
step:6/20000 train_loss:7.6555 train_time:517ms step_avg:86.20ms
step:7/20000 train_loss:6.6795 train_time:592ms step_avg:84.60ms
step:8/20000 train_loss:6.5685 train_time:666ms step_avg:83.27ms
step:9/20000 train_loss:6.3454 train_time:742ms step_avg:82.42ms
step:10/20000 train_loss:6.1480 train_time:827ms step_avg:82.73ms
step:500/20000 train_loss:2.3951 train_time:40987ms step_avg:81.97ms
step:1000/20000 train_loss:2.3145 train_time:87630ms step_avg:87.63ms
step:1500/20000 train_loss:2.1827 train_time:126705ms step_avg:84.47ms
step:2000/20000 train_loss:2.1856 train_time:169285ms step_avg:84.64ms
step:2500/20000 train_loss:2.0656 train_time:210392ms step_avg:84.16ms
step:3000/20000 train_loss:2.1612 train_time:247740ms step_avg:82.58ms
step:3500/20000 train_loss:2.1889 train_time:289191ms step_avg:82.63ms
step:4000/20000 train_loss:2.1004 train_time:327526ms step_avg:81.88ms
step:4500/20000 train_loss:2.1758 train_time:369279ms step_avg:82.06ms
step:5000/20000 train_loss:1.9217 train_time:410440ms step_avg:82.09ms
step:5500/20000 train_loss:2.0385 train_time:448893ms step_avg:81.62ms
swa:start step:5750
step:6000/20000 train_loss:2.1007 train_time:491636ms step_avg:81.94ms
step:6500/20000 train_loss:1.9382 train_time:534850ms step_avg:82.28ms
step:7000/20000 train_loss:2.0696 train_time:573953ms step_avg:81.99ms
step:7269/20000 val_loss:1.9604 val_bpb:1.1611 train_time:600036ms step_avg:82.55ms
stopping_early: wallclock_cap train_time:600036ms step:7269/20000
peak memory allocated: 12684 MiB reserved: 12810 MiB
swa:applying averaged 31 checkpoints
Serialized model: 98437419 bytes
Code size: 52930 bytes
Total submission size: 98490349 bytes
Serialized model int6+zstd: 15733467 bytes
  sliding_eval [ 63.4%] 76832/121136 windows running_bpb=1.150829
  sliding_eval [ 64.7%] 78432/121136 windows running_bpb=1.151423
  sliding_eval [ 66.1%] 80032/121136 windows running_bpb=1.151729
  sliding_eval [ 67.4%] 81632/121136 windows running_bpb=1.151390
  sliding_eval [ 68.7%] 83232/121136 windows running_bpb=1.152446
  sliding_eval [ 70.0%] 84832/121136 windows running_bpb=1.154378
  sliding_eval [ 71.4%] 86432/121136 windows running_bpb=1.153684
  sliding_eval [ 72.7%] 88032/121136 windows running_bpb=1.154391
  sliding_eval [ 74.0%] 89632/121136 windows running_bpb=1.154755
  sliding_eval [ 75.3%] 91232/121136 windows running_bpb=1.154704
  sliding_eval [ 76.6%] 92832/121136 windows running_bpb=1.154238
  sliding_eval [ 78.0%] 94432/121136 windows running_bpb=1.154466
  sliding_eval [ 79.3%] 96032/121136 windows running_bpb=1.153868
  sliding_eval [ 80.6%] 97632/121136 windows running_bpb=1.156708
  sliding_eval [ 81.9%] 99232/121136 windows running_bpb=1.156713
  sliding_eval [ 83.2%] 100832/121136 windows running_bpb=1.156751
  sliding_eval [ 84.6%] 102432/121136 windows running_bpb=1.156396
  sliding_eval [ 85.9%] 104032/121136 windows running_bpb=1.155911
  sliding_eval [ 87.2%] 105632/121136 windows running_bpb=1.155168
  sliding_eval [ 88.5%] 107232/121136 windows running_bpb=1.155157
  sliding_eval [ 89.8%] 108832/121136 windows running_bpb=1.155803
  sliding_eval [ 91.2%] 110432/121136 windows running_bpb=1.155851
  sliding_eval [ 92.5%] 112032/121136 windows running_bpb=1.155839
  sliding_eval [ 93.8%] 113632/121136 windows running_bpb=1.156282
  sliding_eval [ 95.1%] 115232/121136 windows running_bpb=1.156060
  sliding_eval [ 96.4%] 116832/121136 windows running_bpb=1.155672
  sliding_eval [ 97.8%] 118432/121136 windows running_bpb=1.155995
  sliding_eval [ 99.1%] 120032/121136 windows running_bpb=1.156069
final_int8_zlib_roundtrip val_loss:1.9420 val_bpb:1.1502 eval_time:170861ms
final_int8_zlib_roundtrip_exact val_loss:1.94198904 val_bpb:1.15015834
