W0324 21:06:18.969000 67687 torch/distributed/run.py:803] 
W0324 21:06:18.969000 67687 torch/distributed/run.py:803] *****************************************
W0324 21:06:18.969000 67687 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0324 21:06:18.969000 67687 torch/distributed/run.py:803] *****************************************
logs/leader_ngram_s42.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=./data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=./data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:26993756
mtp_num_heads:0 mtp_loss_weight:0.2 mtp_params:0
XSA:last_4 active_layers:[7, 8, 9, 10]
world_size:8 grad_accum_steps:1
sdp_backends:cudnn=False flash=True mem_efficient=False math=False
attention_mode:gqa num_heads:8 num_kv_heads:4
tie_embeddings:True embed_lr:0.035 head_lr:0.0 matrix_lr:0.025 scalar_lr:0.025
train_batch_tokens:786432 train_seq_len:2048 iterations:20000 warmup_steps:20 max_wallclock_seconds:600.000
seed:42
warmup_step:1/20
warmup_step:2/20
warmup_step:3/20
warmup_step:4/20
warmup_step:5/20
warmup_step:6/20
warmup_step:7/20
warmup_step:8/20
warmup_step:9/20
warmup_step:10/20
warmup_step:11/20
warmup_step:12/20
warmup_step:13/20
warmup_step:14/20
warmup_step:15/20
warmup_step:16/20
warmup_step:17/20
warmup_step:18/20
warmup_step:19/20
warmup_step:20/20
step:0/20000 val_loss:6.9297 val_bpb:4.1042 train_time:0ms step_avg:0.01ms
step:1/20000 train_loss:6.9319 train_time:132ms step_avg:132.13ms
step:2/20000 train_loss:8.6254 train_time:159ms step_avg:79.50ms
step:3/20000 train_loss:7.7123 train_time:239ms step_avg:79.78ms
step:4/20000 train_loss:7.2838 train_time:320ms step_avg:80.01ms
step:5/20000 train_loss:7.1730 train_time:403ms step_avg:80.58ms
step:6/20000 train_loss:7.0088 train_time:485ms step_avg:80.91ms
step:7/20000 train_loss:6.9174 train_time:568ms step_avg:81.13ms
step:8/20000 train_loss:6.8682 train_time:652ms step_avg:81.51ms
step:9/20000 train_loss:6.5560 train_time:734ms step_avg:81.50ms
step:10/20000 train_loss:6.2103 train_time:816ms step_avg:81.64ms
step:500/20000 train_loss:2.3917 train_time:41539ms step_avg:83.08ms
step:1000/20000 train_loss:2.2639 train_time:83383ms step_avg:83.38ms
step:1500/20000 train_loss:2.2104 train_time:125256ms step_avg:83.50ms
step:2000/20000 train_loss:2.0559 train_time:167131ms step_avg:83.57ms
step:2500/20000 train_loss:2.1581 train_time:209054ms step_avg:83.62ms
step:3000/20000 train_loss:2.1501 train_time:250875ms step_avg:83.62ms
step:3500/20000 train_loss:2.1713 train_time:292678ms step_avg:83.62ms
step:4000/20000 train_loss:1.9658 train_time:334469ms step_avg:83.62ms
step:4000/20000 val_loss:2.0584 val_bpb:1.2191 train_time:334518ms step_avg:83.63ms
step:4500/20000 train_loss:2.1186 train_time:376261ms step_avg:83.61ms
step:5000/20000 train_loss:2.0945 train_time:418031ms step_avg:83.61ms
step:5500/20000 train_loss:2.0127 train_time:459784ms step_avg:83.60ms
step:6000/20000 train_loss:1.9397 train_time:501535ms step_avg:83.59ms
swa:start step:6500
step:6500/20000 train_loss:2.0800 train_time:543289ms step_avg:83.58ms
late_qat:enabled step:6650 scale:0.1498
step:7000/20000 train_loss:1.7851 train_time:585644ms step_avg:83.66ms
step:7170/20000 val_loss:1.9212 val_bpb:1.1378 train_time:600118ms step_avg:83.70ms
stopping_early: wallclock_cap train_time:600118ms step:7170/20000
peak memory allocated: 21472 MiB reserved: 22004 MiB
ema:applying EMA weights
DIAGNOSTIC post_ema val_loss:1.9194 val_bpb:1.1368 eval_time:1980ms
Serialized model: 106158518 bytes
Code size: 90381 bytes
Serialized model int6+lzma: 15959464 bytes
  dyn [ 74.0%] bpb=1.108124 hit=31.0% skip=51%
  dyn [ 76.6%] bpb=1.075937 hit=31.0% skip=52%
  dyn [ 76.6%] bpb=1.098664 hit=30.9% skip=51%
  dyn [ 76.6%] bpb=1.096260 hit=30.8% skip=52%
  dyn [ 76.6%] bpb=1.085391 hit=31.0% skip=52%
  dyn [ 76.6%] bpb=1.088180 hit=30.9% skip=52%
  dyn [ 76.6%] bpb=1.088370 hit=30.7% skip=52%
  dyn [ 76.6%] bpb=1.111024 hit=30.9% skip=51%
  dyn [ 76.6%] bpb=1.107377 hit=31.0% skip=51%
  dyn [ 79.2%] bpb=1.076643 hit=31.0% skip=52%
  dyn [ 79.2%] bpb=1.099853 hit=31.0% skip=51%
  dyn [ 79.2%] bpb=1.095714 hit=30.8% skip=52%
  dyn [ 79.2%] bpb=1.085163 hit=31.0% skip=52%
  dyn [ 79.2%] bpb=1.086764 hit=30.9% skip=52%
  dyn [ 79.2%] bpb=1.088799 hit=30.7% skip=52%
  dyn [ 79.2%] bpb=1.111398 hit=31.0% skip=51%
  dyn [ 79.2%] bpb=1.105817 hit=31.0% skip=51%
  dyn [ 81.9%] bpb=1.078664 hit=31.0% skip=52%
  dyn [ 81.9%] bpb=1.099969 hit=31.0% skip=51%
  dyn [ 81.9%] bpb=1.098554 hit=30.8% skip=52%
  dyn [ 81.9%] bpb=1.084652 hit=31.0% skip=52%
  dyn [ 81.9%] bpb=1.086096 hit=31.0% skip=52%
  dyn [ 81.9%] bpb=1.088486 hit=30.8% skip=52%
  dyn [ 81.9%] bpb=1.112018 hit=31.0% skip=51%
  dyn [ 81.9%] bpb=1.105222 hit=31.1% skip=51%
  dyn [ 84.5%] bpb=1.079553 hit=31.0% skip=52%
  dyn [ 84.5%] bpb=1.099291 hit=31.0% skip=51%
  dyn [ 84.5%] bpb=1.098125 hit=30.8% skip=52%
  dyn [ 84.5%] bpb=1.083590 hit=31.1% skip=52%
  dyn [ 84.5%] bpb=1.085912 hit=31.0% skip=52%
  dyn [ 84.5%] bpb=1.088037 hit=30.8% skip=52%
  dyn [ 84.5%] bpb=1.110185 hit=31.1% skip=51%
  dyn [ 84.5%] bpb=1.105105 hit=31.1% skip=51%
  dyn [ 87.2%] bpb=1.078270 hit=31.0% skip=52%
  dyn [ 87.2%] bpb=1.098238 hit=31.0% skip=51%
  dyn [ 87.2%] bpb=1.096919 hit=30.9% skip=52%
  dyn [ 87.2%] bpb=1.082834 hit=31.1% skip=52%
  dyn [ 87.2%] bpb=1.086037 hit=31.1% skip=52%
  dyn [ 87.2%] bpb=1.088482 hit=30.8% skip=52%
  dyn [ 87.2%] bpb=1.109583 hit=31.1% skip=51%
  dyn [ 87.2%] bpb=1.104151 hit=31.1% skip=51%
  dyn [ 89.8%] bpb=1.079308 hit=31.0% skip=52%
  dyn [ 89.8%] bpb=1.098970 hit=31.0% skip=51%
  dyn [ 89.8%] bpb=1.097527 hit=30.9% skip=52%
  dyn [ 89.8%] bpb=1.082186 hit=31.1% skip=52%
  dyn [ 89.8%] bpb=1.086071 hit=31.1% skip=52%
  dyn [ 89.8%] bpb=1.088713 hit=30.9% skip=52%
  dyn [ 89.8%] bpb=1.108995 hit=31.1% skip=51%
  dyn [ 89.8%] bpb=1.103697 hit=31.1% skip=51%
  dyn [ 92.5%] bpb=1.079244 hit=31.0% skip=52%
  dyn [ 92.5%] bpb=1.098086 hit=31.1% skip=51%
  dyn [ 92.5%] bpb=1.082212 hit=31.1% skip=52%
  dyn [ 92.5%] bpb=1.097566 hit=30.9% skip=52%
  dyn [ 92.5%] bpb=1.085328 hit=31.1% skip=52%
  dyn [ 92.5%] bpb=1.088109 hit=30.9% skip=52%
  dyn [ 92.5%] bpb=1.109026 hit=31.1% skip=51%
  dyn [ 92.5%] bpb=1.103379 hit=31.1% skip=51%
  dyn [ 95.1%] bpb=1.080582 hit=31.0% skip=52%
  dyn [ 95.1%] bpb=1.098638 hit=31.1% skip=51%
  dyn [ 95.1%] bpb=1.097709 hit=30.9% skip=52%
  dyn [ 95.1%] bpb=1.082761 hit=31.1% skip=52%
  dyn [ 95.1%] bpb=1.084049 hit=31.1% skip=52%
  dyn [ 95.1%] bpb=1.087894 hit=30.9% skip=52%
  dyn [ 95.1%] bpb=1.109309 hit=31.2% skip=51%
  dyn [ 97.7%] bpb=1.081012 hit=31.1% skip=52%
  dyn [ 95.1%] bpb=1.101918 hit=31.1% skip=51%
  dyn [ 97.7%] bpb=1.098450 hit=31.1% skip=51%
  dyn [ 97.7%] bpb=1.081253 hit=31.1% skip=52%
  dyn [ 97.7%] bpb=1.097589 hit=31.0% skip=52%
  dyn [ 97.7%] bpb=1.083707 hit=31.1% skip=52%
  dyn [ 97.7%] bpb=1.089421 hit=31.0% skip=52%
  dyn [ 97.7%] bpb=1.108737 hit=31.1% skip=51%
  dyn [ 97.7%] bpb=1.100485 hit=31.1% skip=51%
  ngram: 1163912/3733170 improved, 3859302 skipped  ngram: 1141980/3663763 improved, 3931392 skipped  ngram: 1166683/3741228 improved, 3851637 skipped  ngram: 1155624/3716385 improved, 3879551 skipped  ngram: 1137426/3671528 improved, 3924713 skipped  ngram: 1136839/3666511 improved, 3933000 skipped  ngram: 1139537/3668091 improved, 3927402 skipped  ngram: 1145769/3679738 improved, 3913165 skipped







final_krause_eval val_loss:1.8452 val_bpb:1.0928 stride:128 eval_time:515090ms
final_krause_eval_exact val_loss:1.84522565 val_bpb:1.09284795
