W0324 21:33:09.275000 68969 torch/distributed/run.py:803] 
W0324 21:33:09.275000 68969 torch/distributed/run.py:803] *****************************************
W0324 21:33:09.275000 68969 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0324 21:33:09.275000 68969 torch/distributed/run.py:803] *****************************************
logs/leader_ngram_s2024.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=./data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=./data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:26993756
mtp_num_heads:0 mtp_loss_weight:0.2 mtp_params:0
XSA:last_4 active_layers:[7, 8, 9, 10]
world_size:8 grad_accum_steps:1
sdp_backends:cudnn=False flash=True mem_efficient=False math=False
attention_mode:gqa num_heads:8 num_kv_heads:4
tie_embeddings:True embed_lr:0.035 head_lr:0.0 matrix_lr:0.025 scalar_lr:0.025
train_batch_tokens:786432 train_seq_len:2048 iterations:20000 warmup_steps:20 max_wallclock_seconds:600.000
seed:2024
warmup_step:1/20
warmup_step:2/20
warmup_step:3/20
warmup_step:4/20
warmup_step:5/20
warmup_step:6/20
warmup_step:7/20
warmup_step:8/20
warmup_step:9/20
warmup_step:10/20
warmup_step:11/20
warmup_step:12/20
warmup_step:13/20
warmup_step:14/20
warmup_step:15/20
warmup_step:16/20
warmup_step:17/20
warmup_step:18/20
warmup_step:19/20
warmup_step:20/20
step:0/20000 val_loss:6.9327 val_bpb:4.1059 train_time:0ms step_avg:0.02ms
step:1/20000 train_loss:6.9341 train_time:131ms step_avg:131.34ms
step:2/20000 train_loss:8.7454 train_time:160ms step_avg:79.99ms
step:3/20000 train_loss:7.7345 train_time:240ms step_avg:80.04ms
step:4/20000 train_loss:7.2172 train_time:323ms step_avg:80.70ms
step:5/20000 train_loss:7.1007 train_time:407ms step_avg:81.38ms
step:6/20000 train_loss:7.0424 train_time:488ms step_avg:81.25ms
step:7/20000 train_loss:6.9630 train_time:570ms step_avg:81.44ms
step:8/20000 train_loss:6.8147 train_time:652ms step_avg:81.49ms
step:9/20000 train_loss:6.5317 train_time:733ms step_avg:81.43ms
step:10/20000 train_loss:6.1513 train_time:814ms step_avg:81.43ms
step:500/20000 train_loss:2.3953 train_time:41512ms step_avg:83.02ms
step:1000/20000 train_loss:2.2652 train_time:83348ms step_avg:83.35ms
step:1500/20000 train_loss:2.2083 train_time:125241ms step_avg:83.49ms
step:2000/20000 train_loss:2.0533 train_time:167130ms step_avg:83.57ms
step:2500/20000 train_loss:2.1588 train_time:208986ms step_avg:83.59ms
step:3000/20000 train_loss:2.1494 train_time:250798ms step_avg:83.60ms
step:3500/20000 train_loss:2.1672 train_time:292592ms step_avg:83.60ms
step:4000/20000 train_loss:1.9637 train_time:334357ms step_avg:83.59ms
step:4000/20000 val_loss:2.0554 val_bpb:1.2173 train_time:334406ms step_avg:83.60ms
step:4500/20000 train_loss:2.1133 train_time:376197ms step_avg:83.60ms
step:5000/20000 train_loss:2.0962 train_time:417946ms step_avg:83.59ms
step:5500/20000 train_loss:2.0132 train_time:459679ms step_avg:83.58ms
step:6000/20000 train_loss:1.9356 train_time:501410ms step_avg:83.57ms
swa:start step:6500
step:6500/20000 train_loss:2.0766 train_time:543112ms step_avg:83.56ms
late_qat:enabled step:6652 scale:0.1500
step:7000/20000 train_loss:1.7887 train_time:585472ms step_avg:83.64ms
step:7172/20000 val_loss:1.9204 val_bpb:1.1374 train_time:600072ms step_avg:83.67ms
stopping_early: wallclock_cap train_time:600072ms step:7172/20000
peak memory allocated: 21472 MiB reserved: 22004 MiB
ema:applying EMA weights
DIAGNOSTIC post_ema val_loss:1.9187 val_bpb:1.1364 eval_time:1978ms
Serialized model: 106158518 bytes
Code size: 90381 bytes
Serialized model int6+lzma: 15835624 bytes
  dyn [ 58.1%] bpb=1.087084 hit=30.7% skip=52%
  dyn [ 58.1%] bpb=1.092397 hit=30.5% skip=53%
  dyn [ 58.1%] bpb=1.100616 hit=30.7% skip=52%
  dyn [ 58.1%] bpb=1.087782 hit=30.5% skip=52%
  dyn [ 58.1%] bpb=1.113568 hit=30.8% skip=51%
  dyn [ 60.8%] bpb=1.087921 hit=30.7% skip=52%
  dyn [ 60.8%] bpb=1.109844 hit=30.7% skip=52%
  dyn [ 60.8%] bpb=1.071259 hit=30.9% skip=53%
  dyn [ 60.8%] bpb=1.088149 hit=30.8% skip=52%
  dyn [ 60.8%] bpb=1.092459 hit=30.6% skip=52%
  dyn [ 60.8%] bpb=1.099625 hit=30.7% skip=52%
  dyn [ 60.8%] bpb=1.087893 hit=30.5% skip=52%
  dyn [ 60.8%] bpb=1.113040 hit=30.9% skip=51%
  dyn [ 63.4%] bpb=1.087139 hit=30.7% skip=52%
  dyn [ 63.4%] bpb=1.109535 hit=30.7% skip=52%
  dyn [ 63.4%] bpb=1.071711 hit=30.9% skip=52%
  dyn [ 63.4%] bpb=1.086956 hit=30.8% skip=52%
  dyn [ 63.4%] bpb=1.092376 hit=30.6% skip=52%
  dyn [ 63.4%] bpb=1.100257 hit=30.8% skip=52%
  dyn [ 63.4%] bpb=1.088120 hit=30.6% skip=52%
  dyn [ 63.4%] bpb=1.113470 hit=30.9% skip=51%
  dyn [ 66.0%] bpb=1.087489 hit=30.7% skip=52%
  dyn [ 66.0%] bpb=1.109615 hit=30.8% skip=52%
  dyn [ 66.0%] bpb=1.071401 hit=30.9% skip=52%
  dyn [ 66.0%] bpb=1.087317 hit=30.8% skip=52%
  dyn [ 66.0%] bpb=1.093131 hit=30.6% skip=52%
  dyn [ 66.0%] bpb=1.101169 hit=30.8% skip=52%
  dyn [ 66.0%] bpb=1.088356 hit=30.6% skip=52%
  dyn [ 66.0%] bpb=1.111968 hit=30.9% skip=51%
  dyn [ 68.7%] bpb=1.088113 hit=30.8% skip=52%
  dyn [ 68.7%] bpb=1.110210 hit=30.8% skip=52%
  dyn [ 68.7%] bpb=1.071015 hit=30.9% skip=52%
  dyn [ 68.7%] bpb=1.084603 hit=30.8% skip=52%
  dyn [ 68.7%] bpb=1.093718 hit=30.6% skip=52%
  dyn [ 68.7%] bpb=1.100014 hit=30.8% skip=52%
  dyn [ 68.7%] bpb=1.089722 hit=30.6% skip=52%
  dyn [ 68.7%] bpb=1.110561 hit=30.9% skip=51%
  dyn [ 71.3%] bpb=1.087080 hit=30.8% skip=52%
  dyn [ 71.3%] bpb=1.109789 hit=30.8% skip=51%
  dyn [ 71.3%] bpb=1.071459 hit=30.9% skip=52%
  dyn [ 71.3%] bpb=1.086198 hit=30.9% skip=52%
  dyn [ 71.3%] bpb=1.094889 hit=30.7% skip=52%
  dyn [ 71.3%] bpb=1.089157 hit=30.6% skip=52%
  dyn [ 71.3%] bpb=1.098506 hit=30.8% skip=52%
  dyn [ 71.3%] bpb=1.109467 hit=30.9% skip=51%
  dyn [ 74.0%] bpb=1.086474 hit=30.8% skip=52%
  dyn [ 74.0%] bpb=1.109913 hit=30.9% skip=51%
  dyn [ 74.0%] bpb=1.072997 hit=30.9% skip=52%
  dyn [ 74.0%] bpb=1.084278 hit=30.9% skip=52%
  dyn [ 74.0%] bpb=1.095837 hit=30.7% skip=52%
  dyn [ 74.0%] bpb=1.089674 hit=30.7% skip=52%
  dyn [ 74.0%] bpb=1.097154 hit=30.8% skip=52%
  dyn [ 74.0%] bpb=1.107021 hit=30.9% skip=51%
  dyn [ 76.6%] bpb=1.087111 hit=30.9% skip=52%
  dyn [ 76.6%] bpb=1.109727 hit=30.9% skip=51%
  dyn [ 76.6%] bpb=1.074582 hit=30.9% skip=52%
  dyn [ 76.6%] bpb=1.084485 hit=30.9% skip=52%
  dyn [ 76.6%] bpb=1.095298 hit=30.7% skip=52%
  dyn [ 76.6%] bpb=1.087380 hit=30.7% skip=52%
  dyn [ 76.6%] bpb=1.097460 hit=30.8% skip=52%
  dyn [ 76.6%] bpb=1.106234 hit=30.9% skip=51%
  dyn [ 79.2%] bpb=1.085720 hit=30.9% skip=52%
  dyn [ 79.2%] bpb=1.110102 hit=30.9% skip=51%
  dyn [ 79.2%] bpb=1.084270 hit=30.9% skip=52%
  dyn [ 79.2%] bpb=1.075310 hit=30.9% skip=52%
  dyn [ 79.2%] bpb=1.094745 hit=30.8% skip=52%
  dyn [ 79.2%] bpb=1.087804 hit=30.7% skip=52%
  dyn [ 79.2%] bpb=1.098650 hit=30.9% skip=51%
  dyn [ 79.2%] bpb=1.104635 hit=31.0% skip=51%
  dyn [ 81.9%] bpb=1.085017 hit=30.9% skip=52%
  dyn [ 81.9%] bpb=1.110728 hit=30.9% skip=51%
  dyn [ 81.9%] bpb=1.083695 hit=30.9% skip=52%
  dyn [ 81.9%] bpb=1.077321 hit=30.9% skip=52%
  dyn [ 81.9%] bpb=1.097594 hit=30.8% skip=52%
  dyn [ 81.9%] bpb=1.087438 hit=30.7% skip=52%
  dyn [ 81.9%] bpb=1.098770 hit=30.9% skip=51%
  dyn [ 81.9%] bpb=1.104015 hit=31.0% skip=51%
  dyn [ 84.5%] bpb=1.084861 hit=31.0% skip=52%
  dyn [ 84.5%] bpb=1.108893 hit=31.0% skip=51%
  dyn [ 84.5%] bpb=1.082628 hit=30.9% skip=52%
  dyn [ 84.5%] bpb=1.078236 hit=30.9% skip=52%
  dyn [ 84.5%] bpb=1.097149 hit=30.8% skip=52%
  dyn [ 84.5%] bpb=1.087014 hit=30.7% skip=52%
  dyn [ 84.5%] bpb=1.098111 hit=30.9% skip=51%
  dyn [ 84.5%] bpb=1.103878 hit=31.0% skip=51%
  dyn [ 87.2%] bpb=1.085020 hit=31.0% skip=52%
  dyn [ 87.2%] bpb=1.108305 hit=31.0% skip=51%
  dyn [ 87.2%] bpb=1.081855 hit=31.0% skip=52%
  dyn [ 87.2%] bpb=1.076930 hit=30.9% skip=52%
  dyn [ 87.2%] bpb=1.095948 hit=30.8% skip=52%
  dyn [ 87.2%] bpb=1.087485 hit=30.8% skip=52%
  dyn [ 87.2%] bpb=1.097040 hit=30.9% skip=51%
  dyn [ 89.8%] bpb=1.085035 hit=31.0% skip=52%
  dyn [ 87.2%] bpb=1.102918 hit=31.0% skip=51%
  dyn [ 89.8%] bpb=1.107717 hit=31.1% skip=51%
  dyn [ 89.8%] bpb=1.081160 hit=31.0% skip=52%
  dyn [ 89.8%] bpb=1.078019 hit=30.9% skip=52%
  dyn [ 89.8%] bpb=1.087741 hit=30.8% skip=52%
  dyn [ 89.8%] bpb=1.096551 hit=30.8% skip=52%
  dyn [ 89.8%] bpb=1.097799 hit=31.0% skip=51%
  dyn [ 92.5%] bpb=1.084290 hit=31.0% skip=52%
  dyn [ 89.8%] bpb=1.102485 hit=31.0% skip=51%
  dyn [ 92.5%] bpb=1.081172 hit=31.0% skip=52%
  dyn [ 92.5%] bpb=1.107766 hit=31.1% skip=51%
  dyn [ 92.5%] bpb=1.077985 hit=30.9% skip=52%
  dyn [ 92.5%] bpb=1.087177 hit=30.9% skip=52%
  dyn [ 92.5%] bpb=1.096607 hit=30.9% skip=52%
  dyn [ 95.1%] bpb=1.083032 hit=31.0% skip=52%
  dyn [ 92.5%] bpb=1.096932 hit=31.0% skip=51%
  dyn [ 92.5%] bpb=1.102200 hit=31.0% skip=51%
