Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
DOWNLOAD_DONE
logs/036c6dde-970f-403c-8ee2-9f1e4f73e306.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=./data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=./data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:25517138
world_size:1 grad_accum_steps:8
attention_mode:gqa num_heads:8 num_kv_heads:4
tie_embeddings:True embed_lr:0.03 matrix_lr:0.02 scalar_lr:0.02
train_batch_tokens:786432 train_seq_len:2048 iterations:20000 warmup_steps:20 max_wallclock_seconds:600.000
seed:42
bigram_vocab_size:10240 bigram_dim:96
trigram_vocab_size:10240 trigram_dim:32
warmup_step:1/20
warmup_step:2/20
warmup_step:3/20
warmup_step:4/20
warmup_step:5/20
warmup_step:6/20
warmup_step:7/20
warmup_step:8/20
warmup_step:9/20
warmup_step:10/20
warmup_step:11/20
warmup_step:12/20
warmup_step:13/20
warmup_step:14/20
warmup_step:15/20
warmup_step:16/20
warmup_step:17/20
warmup_step:18/20
warmup_step:19/20
warmup_step:20/20
step:0/20000 val_loss:6.9323 val_bpb:4.1057 train_time:0ms step_avg:0.01ms
step:1/20000 train_loss:6.9334 train_time:732ms step_avg:732.10ms
step:2/20000 train_loss:8.1811 train_time:1435ms step_avg:717.58ms
step:3/20000 train_loss:7.9988 train_time:2165ms step_avg:721.74ms
step:4/20000 train_loss:7.5392 train_time:2871ms step_avg:717.68ms
step:5/20000 train_loss:7.0404 train_time:3595ms step_avg:718.91ms
step:6/20000 train_loss:6.6786 train_time:4291ms step_avg:715.14ms
step:7/20000 train_loss:6.3595 train_time:4985ms step_avg:712.08ms
step:8/20000 train_loss:6.1249 train_time:5687ms step_avg:710.83ms
step:9/20000 train_loss:5.9560 train_time:6399ms step_avg:710.97ms
step:10/20000 train_loss:5.8299 train_time:7101ms step_avg:710.06ms
swa:start step:50
step:100/20000 train_loss:3.4031 train_time:69380ms step_avg:693.80ms
step:200/20000 train_loss:2.8243 train_time:139802ms step_avg:699.01ms
step:300/20000 train_loss:2.6094 train_time:210395ms step_avg:701.32ms
step:400/20000 train_loss:2.5446 train_time:280541ms step_avg:701.35ms
step:500/20000 train_loss:2.4088 train_time:349993ms step_avg:699.99ms
step:500/20000 val_loss:2.4351 val_bpb:1.4422 train_time:350202ms step_avg:700.40ms
step:600/20000 train_loss:2.3669 train_time:420106ms step_avg:700.18ms
step:700/20000 train_loss:2.4048 train_time:489986ms step_avg:699.98ms
step:800/20000 train_loss:2.3538 train_time:560307ms step_avg:700.38ms
step:857/20000 val_loss:2.3221 val_bpb:1.3753 train_time:600104ms step_avg:700.24ms
stopping_early: wallclock_cap train_time:600104ms step:857/20000
peak memory allocated: 19142 MiB reserved: 19414 MiB
swa:applying averaged 17 checkpoints
Serialized model: 98438449 bytes
Code size: 55997 bytes
Total submission size: 98494446 bytes
Serialized model int6+zstd: 15365259 bytes
  sliding_eval [  7.3%] 70432/969088 windows running_bpb=1.537950
  sliding_eval [  7.4%] 72032/969088 windows running_bpb=1.537937
  sliding_eval [  7.6%] 73632/969088 windows running_bpb=1.538188
  sliding_eval [  7.8%] 75232/969088 windows running_bpb=1.538532
  sliding_eval [  7.9%] 76832/969088 windows running_bpb=1.538297
  sliding_eval [  8.1%] 78432/969088 windows running_bpb=1.538340
  sliding_eval [  8.3%] 80032/969088 windows running_bpb=1.538792
  sliding_eval [  8.4%] 81632/969088 windows running_bpb=1.539027
  sliding_eval [  8.6%] 83232/969088 windows running_bpb=1.540388
  sliding_eval [  8.8%] 84832/969088 windows running_bpb=1.542191
  sliding_eval [  8.9%] 86432/969088 windows running_bpb=1.541257
  sliding_eval [  9.1%] 88032/969088 windows running_bpb=1.542140
  sliding_eval [  9.2%] 89632/969088 windows running_bpb=1.542398
  sliding_eval [  9.4%] 91232/969088 windows running_bpb=1.542182
  sliding_eval [  9.6%] 92832/969088 windows running_bpb=1.541819
  sliding_eval [  9.7%] 94432/969088 windows running_bpb=1.542214
  sliding_eval [  9.9%] 96032/969088 windows running_bpb=1.542006
  sliding_eval [ 10.1%] 97632/969088 windows running_bpb=1.544727
  sliding_eval [ 10.2%] 99232/969088 windows running_bpb=1.544926
  sliding_eval [ 10.4%] 100832/969088 windows running_bpb=1.544814
  sliding_eval [ 10.6%] 102432/969088 windows running_bpb=1.544594
  sliding_eval [ 10.7%] 104032/969088 windows running_bpb=1.544227
  sliding_eval [ 10.9%] 105632/969088 windows running_bpb=1.543673
  sliding_eval [ 11.1%] 107232/969088 windows running_bpb=1.543779
  sliding_eval [ 11.2%] 108832/969088 windows running_bpb=1.544224
  sliding_eval [ 11.4%] 110432/969088 windows running_bpb=1.544355
  sliding_eval [ 11.6%] 112032/969088 windows running_bpb=1.544168
  sliding_eval [ 11.7%] 113632/969088 windows running_bpb=1.544789
  sliding_eval [ 11.9%] 115232/969088 windows running_bpb=1.544752
  sliding_eval [ 12.1%] 116832/969088 windows running_bpb=1.544471
  sliding_eval [ 12.2%] 118432/969088 windows running_bpb=1.544929
  sliding_eval [ 12.4%] 120032/969088 windows running_bpb=1.545096
  sliding_eval [ 12.6%] 121632/969088 windows running_bpb=1.545351
  sliding_eval [ 12.7%] 123232/969088 windows running_bpb=1.545283
  sliding_eval [ 12.9%] 124832/969088 windows running_bpb=1.544750
  sliding_eval [ 13.0%] 126432/969088 windows running_bpb=1.545051
  sliding_eval [ 13.2%] 128032/969088 windows running_bpb=1.544940
  sliding_eval [ 13.4%] 129632/969088 windows running_bpb=1.545041
  sliding_eval [ 13.5%] 131232/969088 windows running_bpb=1.545348
  sliding_eval [ 13.7%] 132832/969088 windows running_bpb=1.544795
  sliding_eval [ 13.9%] 134432/969088 windows running_bpb=1.544309
  sliding_eval [ 14.0%] 136032/969088 windows running_bpb=1.543151
  sliding_eval [ 14.2%] 137632/969088 windows running_bpb=1.543643
  sliding_eval [ 14.4%] 139232/969088 windows running_bpb=1.543611
  sliding_eval [ 14.5%] 140832/969088 windows running_bpb=1.544363
  sliding_eval [ 14.7%] 142432/969088 windows running_bpb=1.544529
  sliding_eval [ 14.9%] 144032/969088 windows running_bpb=1.544522
  sliding_eval [ 15.0%] 145632/969088 windows running_bpb=1.544305
  sliding_eval [ 15.2%] 147232/969088 windows running_bpb=1.543995
  sliding_eval [ 15.4%] 148832/969088 windows running_bpb=1.543695
  sliding_eval [ 15.5%] 150432/969088 windows running_bpb=1.543347
  sliding_eval [ 15.7%] 152032/969088 windows running_bpb=1.542895
  sliding_eval [ 15.9%] 153632/969088 windows running_bpb=1.543551
  sliding_eval [ 16.0%] 155232/969088 windows running_bpb=1.543381
  sliding_eval [ 16.2%] 156832/969088 windows running_bpb=1.543737
  sliding_eval [ 16.3%] 158432/969088 windows running_bpb=1.543466
  sliding_eval [ 16.5%] 160032/969088 windows running_bpb=1.543734
  sliding_eval [ 16.7%] 161632/969088 windows running_bpb=1.543730
  sliding_eval [ 16.8%] 163232/969088 windows running_bpb=1.543520
  sliding_eval [ 17.0%] 164832/969088 windows running_bpb=1.543332
  sliding_eval [ 17.2%] 166432/969088 windows running_bpb=1.543427
  sliding_eval [ 17.3%] 168032/969088 windows running_bpb=1.542874
  sliding_eval [ 17.5%] 169632/969088 windows running_bpb=1.542769
  sliding_eval [ 17.7%] 171232/969088 windows running_bpb=1.542445
  sliding_eval [ 17.8%] 172832/969088 windows running_bpb=1.542121
  sliding_eval [ 18.0%] 174432/969088 windows running_bpb=1.542009
  sliding_eval [ 18.2%] 176032/969088 windows running_bpb=1.541649
  sliding_eval [ 18.3%] 177632/969088 windows running_bpb=1.541807
  sliding_eval [ 18.5%] 179232/969088 windows running_bpb=1.542117
  sliding_eval [ 18.7%] 180832/969088 windows running_bpb=1.542314
  sliding_eval [ 18.8%] 182432/969088 windows running_bpb=1.542510
  sliding_eval [ 19.0%] 184032/969088 windows running_bpb=1.544059
  sliding_eval [ 19.2%] 185632/969088 windows running_bpb=1.543575
  sliding_eval [ 19.3%] 187232/969088 windows running_bpb=1.543537
  sliding_eval [ 19.5%] 188832/969088 windows running_bpb=1.543642
  sliding_eval [ 19.7%] 190432/969088 windows running_bpb=1.543249
  sliding_eval [ 19.8%] 192032/969088 windows running_bpb=1.543377
  sliding_eval [ 20.0%] 193632/969088 windows running_bpb=1.543431
  sliding_eval [ 20.1%] 195232/969088 windows running_bpb=1.542808
  sliding_eval [ 20.3%] 196832/969088 windows running_bpb=1.542431
  sliding_eval [ 20.5%] 198432/969088 windows running_bpb=1.542481
  sliding_eval [ 20.6%] 200032/969088 windows running_bpb=1.542632
  sliding_eval [ 20.8%] 201632/969088 windows running_bpb=1.542467
  sliding_eval [ 21.0%] 203232/969088 windows running_bpb=1.542352
  sliding_eval [ 21.1%] 204832/969088 windows running_bpb=1.542218
  sliding_eval [ 21.3%] 206432/969088 windows running_bpb=1.541893
  sliding_eval [ 21.5%] 208032/969088 windows running_bpb=1.541477
  sliding_eval [ 21.6%] 209632/969088 windows running_bpb=1.541172
  sliding_eval [ 21.8%] 211232/969088 windows running_bpb=1.540690
  sliding_eval [ 22.0%] 212832/969088 windows running_bpb=1.541239
  sliding_eval [ 22.1%] 214432/969088 windows running_bpb=1.540942
  sliding_eval [ 22.3%] 216032/969088 windows running_bpb=1.541120
  sliding_eval [ 22.5%] 217632/969088 windows running_bpb=1.541335
  sliding_eval [ 22.6%] 219232/969088 windows running_bpb=1.541386
  sliding_eval [ 22.8%] 220832/969088 windows running_bpb=1.540979
  sliding_eval [ 23.0%] 222432/969088 windows running_bpb=1.540588
  sliding_eval [ 23.1%] 224032/969088 windows running_bpb=1.540569
  sliding_eval [ 23.3%] 225632/969088 windows running_bpb=1.539981
  sliding_eval [ 23.4%] 227232/969088 windows running_bpb=1.539478
  sliding_eval [ 23.6%] 228832/969088 windows running_bpb=1.539881
  sliding_eval [ 23.8%] 230432/969088 windows running_bpb=1.539501
  sliding_eval [ 23.9%] 232032/969088 windows running_bpb=1.539313
  sliding_eval [ 24.1%] 233632/969088 windows running_bpb=1.538890
  sliding_eval [ 24.3%] 235232/969088 windows running_bpb=1.538783
  sliding_eval [ 24.4%] 236832/969088 windows running_bpb=1.538819
  sliding_eval [ 24.6%] 238432/969088 windows running_bpb=1.538778
  sliding_eval [ 24.8%] 240032/969088 windows running_bpb=1.538371
  sliding_eval [ 24.9%] 241632/969088 windows running_bpb=1.538037
  sliding_eval [ 25.1%] 243232/969088 windows running_bpb=1.537979
  sliding_eval [ 25.3%] 244832/969088 windows running_bpb=1.537775
  sliding_eval [ 25.4%] 246432/969088 windows running_bpb=1.537788
  sliding_eval [ 25.6%] 248032/969088 windows running_bpb=1.537324
  sliding_eval [ 25.8%] 249632/969088 windows running_bpb=1.537916
  sliding_eval [ 25.9%] 251232/969088 windows running_bpb=1.537740
  sliding_eval [ 26.1%] 252832/969088 windows running_bpb=1.537799
  sliding_eval [ 26.3%] 254432/969088 windows running_bpb=1.537502
  sliding_eval [ 26.4%] 256032/969088 windows running_bpb=1.537155
  sliding_eval [ 26.6%] 257632/969088 windows running_bpb=1.536966
  sliding_eval [ 26.8%] 259232/969088 windows running_bpb=1.536627
  sliding_eval [ 26.9%] 260832/969088 windows running_bpb=1.536428
  sliding_eval [ 27.1%] 262432/969088 windows running_bpb=1.536281
  sliding_eval [ 27.2%] 264032/969088 windows running_bpb=1.536252
  sliding_eval [ 27.4%] 265632/969088 windows running_bpb=1.536266
  sliding_eval [ 27.6%] 267232/969088 windows running_bpb=1.536030
  sliding_eval [ 27.7%] 268832/969088 windows running_bpb=1.535968
  sliding_eval [ 27.9%] 270432/969088 windows running_bpb=1.536313
  sliding_eval [ 28.1%] 272032/969088 windows running_bpb=1.536699
  sliding_eval [ 28.2%] 273632/969088 windows running_bpb=1.536466
  sliding_eval [ 28.4%] 275232/969088 windows running_bpb=1.535920
  sliding_eval [ 28.6%] 276832/969088 windows running_bpb=1.536077
  sliding_eval [ 28.7%] 278432/969088 windows running_bpb=1.535866
  sliding_eval [ 28.9%] 280032/969088 windows running_bpb=1.535770
  sliding_eval [ 29.1%] 281632/969088 windows running_bpb=1.535452
  sliding_eval [ 29.2%] 283232/969088 windows running_bpb=1.535446
  sliding_eval [ 29.4%] 284832/969088 windows running_bpb=1.535232
  sliding_eval [ 29.6%] 286432/969088 windows running_bpb=1.535058
  sliding_eval [ 29.7%] 288032/969088 windows running_bpb=1.535047
  sliding_eval [ 29.9%] 289632/969088 windows running_bpb=1.534868
  sliding_eval [ 30.1%] 291232/969088 windows running_bpb=1.534480
  sliding_eval [ 30.2%] 292832/969088 windows running_bpb=1.534423
  sliding_eval [ 30.4%] 294432/969088 windows running_bpb=1.534248
  sliding_eval [ 30.5%] 296032/969088 windows running_bpb=1.534295
  sliding_eval [ 30.7%] 297632/969088 windows running_bpb=1.534138
  sliding_eval [ 30.9%] 299232/969088 windows running_bpb=1.534127
  sliding_eval [ 31.0%] 300832/969088 windows running_bpb=1.533874
  sliding_eval [ 31.2%] 302432/969088 windows running_bpb=1.533577
  sliding_eval [ 31.4%] 304032/969088 windows running_bpb=1.533628
  sliding_eval [ 31.5%] 305632/969088 windows running_bpb=1.533616
  sliding_eval [ 31.7%] 307232/969088 windows running_bpb=1.533510
  sliding_eval [ 31.9%] 308832/969088 windows running_bpb=1.533361
  sliding_eval [ 32.0%] 310432/969088 windows running_bpb=1.533323
  sliding_eval [ 32.2%] 312032/969088 windows running_bpb=1.533130
  sliding_eval [ 32.4%] 313632/969088 windows running_bpb=1.533010
  sliding_eval [ 32.5%] 315232/969088 windows running_bpb=1.532949
  sliding_eval [ 32.7%] 316832/969088 windows running_bpb=1.533039
  sliding_eval [ 32.9%] 318432/969088 windows running_bpb=1.532742
  sliding_eval [ 33.0%] 320032/969088 windows running_bpb=1.532561
  sliding_eval [ 33.2%] 321632/969088 windows running_bpb=1.532497
  sliding_eval [ 33.4%] 323232/969088 windows running_bpb=1.532178
  sliding_eval [ 33.5%] 324832/969088 windows running_bpb=1.531803
  sliding_eval [ 33.7%] 326432/969088 windows running_bpb=1.531497
  sliding_eval [ 33.8%] 328032/969088 windows running_bpb=1.531564
  sliding_eval [ 34.0%] 329632/969088 windows running_bpb=1.531664
  sliding_eval [ 34.2%] 331232/969088 windows running_bpb=1.531267
  sliding_eval [ 34.3%] 332832/969088 windows running_bpb=1.531007
  sliding_eval [ 34.5%] 334432/969088 windows running_bpb=1.530820
  sliding_eval [ 34.7%] 336032/969088 windows running_bpb=1.530738
  sliding_eval [ 34.8%] 337632/969088 windows running_bpb=1.530717
  sliding_eval [ 35.0%] 339232/969088 windows running_bpb=1.530879
  sliding_eval [ 35.2%] 340832/969088 windows running_bpb=1.530639
  sliding_eval [ 35.3%] 342432/969088 windows running_bpb=1.530472
  sliding_eval [ 35.5%] 344032/969088 windows running_bpb=1.530059
  sliding_eval [ 35.7%] 345632/969088 windows running_bpb=1.529752
  sliding_eval [ 35.8%] 347232/969088 windows running_bpb=1.529606
  sliding_eval [ 36.0%] 348832/969088 windows running_bpb=1.529448
  sliding_eval [ 36.2%] 350432/969088 windows running_bpb=1.529186
  sliding_eval [ 36.3%] 352032/969088 windows running_bpb=1.529306
  sliding_eval [ 36.5%] 353632/969088 windows running_bpb=1.529572
  sliding_eval [ 36.7%] 355232/969088 windows running_bpb=1.529249
  sliding_eval [ 36.8%] 356832/969088 windows running_bpb=1.529098
  sliding_eval [ 37.0%] 358432/969088 windows running_bpb=1.528773
  sliding_eval [ 37.2%] 360032/969088 windows running_bpb=1.528422
  sliding_eval [ 37.3%] 361632/969088 windows running_bpb=1.528307
  sliding_eval [ 37.5%] 363232/969088 windows running_bpb=1.528607
  sliding_eval [ 37.6%] 364832/969088 windows running_bpb=1.528680
  sliding_eval [ 37.8%] 366432/969088 windows running_bpb=1.528507
  sliding_eval [ 38.0%] 368032/969088 windows running_bpb=1.528387
  sliding_eval [ 38.1%] 369632/969088 windows running_bpb=1.528386
  sliding_eval [ 38.3%] 371232/969088 windows running_bpb=1.528348
  sliding_eval [ 38.5%] 372832/969088 windows running_bpb=1.528399
  sliding_eval [ 38.6%] 374432/969088 windows running_bpb=1.528731
  sliding_eval [ 38.8%] 376032/969088 windows running_bpb=1.528618
  sliding_eval [ 39.0%] 377632/969088 windows running_bpb=1.528686
  sliding_eval [ 39.1%] 379232/969088 windows running_bpb=1.528538
  sliding_eval [ 39.3%] 380832/969088 windows running_bpb=1.528249
  sliding_eval [ 39.5%] 382432/969088 windows running_bpb=1.528213
  sliding_eval [ 39.6%] 384032/969088 windows running_bpb=1.528006
  sliding_eval [ 39.8%] 385632/969088 windows running_bpb=1.528118
  sliding_eval [ 40.0%] 387232/969088 windows running_bpb=1.528148
  sliding_eval [ 40.1%] 388832/969088 windows running_bpb=1.528279
  sliding_eval [ 40.3%] 390432/969088 windows running_bpb=1.528192
  sliding_eval [ 40.5%] 392032/969088 windows running_bpb=1.528189
  sliding_eval [ 40.6%] 393632/969088 windows running_bpb=1.528188
  sliding_eval [ 40.8%] 395232/969088 windows running_bpb=1.527987
  sliding_eval [ 40.9%] 396832/969088 windows running_bpb=1.528172
  sliding_eval [ 41.1%] 398432/969088 windows running_bpb=1.528309
  sliding_eval [ 41.3%] 400032/969088 windows running_bpb=1.528343
  sliding_eval [ 41.4%] 401632/969088 windows running_bpb=1.528313
  sliding_eval [ 41.6%] 403232/969088 windows running_bpb=1.528282
  sliding_eval [ 41.8%] 404832/969088 windows running_bpb=1.528330
  sliding_eval [ 41.9%] 406432/969088 windows running_bpb=1.528152
  sliding_eval [ 42.1%] 408032/969088 windows running_bpb=1.528236
  sliding_eval [ 42.3%] 409632/969088 windows running_bpb=1.528196
  sliding_eval [ 42.4%] 411232/969088 windows running_bpb=1.528062
  sliding_eval [ 42.6%] 412832/969088 windows running_bpb=1.528203
  sliding_eval [ 42.8%] 414432/969088 windows running_bpb=1.528301
  sliding_eval [ 42.9%] 416032/969088 windows running_bpb=1.528285
  sliding_eval [ 43.1%] 417632/969088 windows running_bpb=1.528136
  sliding_eval [ 43.3%] 419232/969088 windows running_bpb=1.528092
  sliding_eval [ 43.4%] 420832/969088 windows running_bpb=1.528374
  sliding_eval [ 43.6%] 422432/969088 windows running_bpb=1.528338
  sliding_eval [ 43.8%] 424032/969088 windows running_bpb=1.528193
  sliding_eval [ 43.9%] 425632/969088 windows running_bpb=1.528160
  sliding_eval [ 44.1%] 427232/969088 windows running_bpb=1.528046
  sliding_eval [ 44.3%] 428832/969088 windows running_bpb=1.528101
  sliding_eval [ 44.4%] 430432/969088 windows running_bpb=1.528120
  sliding_eval [ 44.6%] 432032/969088 windows running_bpb=1.528305
  sliding_eval [ 44.7%] 433632/969088 windows running_bpb=1.528332
  sliding_eval [ 44.9%] 435232/969088 windows running_bpb=1.528276
  sliding_eval [ 45.1%] 436832/969088 windows running_bpb=1.528521
  sliding_eval [ 45.2%] 438432/969088 windows running_bpb=1.528564
  sliding_eval [ 45.4%] 440032/969088 windows running_bpb=1.528545
  sliding_eval [ 45.6%] 441632/969088 windows running_bpb=1.528704
  sliding_eval [ 45.7%] 443232/969088 windows running_bpb=1.528713
  sliding_eval [ 45.9%] 444832/969088 windows running_bpb=1.528808
  sliding_eval [ 46.1%] 446432/969088 windows running_bpb=1.529001
  sliding_eval [ 46.2%] 448032/969088 windows running_bpb=1.529093
  sliding_eval [ 46.4%] 449632/969088 windows running_bpb=1.529112
  sliding_eval [ 46.6%] 451232/969088 windows running_bpb=1.529260
  sliding_eval [ 46.7%] 452832/969088 windows running_bpb=1.529387
  sliding_eval [ 46.9%] 454432/969088 windows running_bpb=1.529232
  sliding_eval [ 47.1%] 456032/969088 windows running_bpb=1.529168
  sliding_eval [ 47.2%] 457632/969088 windows running_bpb=1.529407
  sliding_eval [ 47.4%] 459232/969088 windows running_bpb=1.529303
  sliding_eval [ 47.6%] 460832/969088 windows running_bpb=1.529363
  sliding_eval [ 47.7%] 462432/969088 windows running_bpb=1.529204
  sliding_eval [ 47.9%] 464032/969088 windows running_bpb=1.529143
  sliding_eval [ 48.0%] 465632/969088 windows running_bpb=1.529224
  sliding_eval [ 48.2%] 467232/969088 windows running_bpb=1.529201
  sliding_eval [ 48.4%] 468832/969088 windows running_bpb=1.529201
  sliding_eval [ 48.5%] 470432/969088 windows running_bpb=1.529238
  sliding_eval [ 48.7%] 472032/969088 windows running_bpb=1.529383
  sliding_eval [ 48.9%] 473632/969088 windows running_bpb=1.529347
  sliding_eval [ 49.0%] 475232/969088 windows running_bpb=1.529414
  sliding_eval [ 49.2%] 476832/969088 windows running_bpb=1.529437
  sliding_eval [ 49.4%] 478432/969088 windows running_bpb=1.529378
  sliding_eval [ 49.5%] 480032/969088 windows running_bpb=1.529805
  sliding_eval [ 49.7%] 481632/969088 windows running_bpb=1.529693
  sliding_eval [ 49.9%] 483232/969088 windows running_bpb=1.529789
  sliding_eval [ 50.0%] 484832/969088 windows running_bpb=1.530160
  sliding_eval [ 50.2%] 486432/969088 windows running_bpb=1.530170
  sliding_eval [ 50.4%] 488032/969088 windows running_bpb=1.530010
  sliding_eval [ 50.5%] 489632/969088 windows running_bpb=1.530123
  sliding_eval [ 50.7%] 491232/969088 windows running_bpb=1.530020
  sliding_eval [ 50.9%] 492832/969088 windows running_bpb=1.530165
  sliding_eval [ 51.0%] 494432/969088 windows running_bpb=1.530319
  sliding_eval [ 51.2%] 496032/969088 windows running_bpb=1.530536
