logs/idea22_wsd_schedule_seed42_20260325_215828.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=/raid/R13K47007/parameter-golf/data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=/raid/R13K47007/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:25517137
world_size:1 grad_accum_steps:8
attention_mode:gqa num_heads:8 num_kv_heads:4
tie_embeddings:True embed_lr:0.03 matrix_lr:0.02 scalar_lr:0.02
train_batch_tokens:786432 train_seq_len:2048 iterations:20000 warmup_steps:20 max_wallclock_seconds:600.000
seed:42
warmup_step:1/20
warmup_step:2/20
warmup_step:3/20
warmup_step:4/20
warmup_step:5/20
warmup_step:6/20
warmup_step:7/20
warmup_step:8/20
warmup_step:9/20
warmup_step:10/20
warmup_step:11/20
warmup_step:12/20
warmup_step:13/20
warmup_step:14/20
warmup_step:15/20
warmup_step:16/20
warmup_step:17/20
warmup_step:18/20
warmup_step:19/20
warmup_step:20/20
step:0/20000 val_loss:6.9323 val_bpb:4.1057 train_time:0ms step_avg:0.01ms
step:1/20000 train_loss:6.9334 train_time:716ms step_avg:716.43ms
step:2/20000 train_loss:6.8990 train_time:1394ms step_avg:697.12ms
step:3/20000 train_loss:6.7915 train_time:2082ms step_avg:694.11ms
step:4/20000 train_loss:6.5339 train_time:2769ms step_avg:692.28ms
step:5/20000 train_loss:6.1718 train_time:3450ms step_avg:690.06ms
step:6/20000 train_loss:5.9314 train_time:4134ms step_avg:689.05ms
step:7/20000 train_loss:5.8188 train_time:4817ms step_avg:688.15ms
step:8/20000 train_loss:5.7808 train_time:5495ms step_avg:686.93ms
step:9/20000 train_loss:5.7468 train_time:6176ms step_avg:686.28ms
step:10/20000 train_loss:5.6736 train_time:6856ms step_avg:685.63ms
step:100/20000 train_loss:3.2519 train_time:68437ms step_avg:684.37ms
step:200/20000 train_loss:2.6652 train_time:137126ms step_avg:685.63ms
step:300/20000 train_loss:2.5143 train_time:205599ms step_avg:685.33ms
step:400/20000 train_loss:2.4703 train_time:274034ms step_avg:685.09ms
step:500/20000 train_loss:2.3505 train_time:342479ms step_avg:684.96ms
step:500/20000 val_loss:2.3709 val_bpb:1.4042 train_time:342480ms step_avg:684.96ms
step:600/20000 train_loss:2.3097 train_time:410830ms step_avg:684.72ms
step:700/20000 train_loss:2.3507 train_time:479171ms step_avg:684.53ms
step:800/20000 train_loss:2.2584 train_time:547534ms step_avg:684.42ms
swa:start step:850
step:877/20000 val_loss:2.1912 val_bpb:1.2977 train_time:600166ms step_avg:684.34ms
stopping_early: wallclock_cap train_time:600166ms step:877/20000
peak memory allocated: 20295 MiB reserved: 20478 MiB
Serialized model: 98437419 bytes
Code size: 53346 bytes
Total submission size: 98490765 bytes
Serialized model int6+zstd: 15767236 bytes
  sliding_eval [ 21.5%] 208032/969088 windows running_bpb=1.291801
  sliding_eval [ 21.6%] 209632/969088 windows running_bpb=1.291573
  sliding_eval [ 21.8%] 211232/969088 windows running_bpb=1.291260
  sliding_eval [ 22.0%] 212832/969088 windows running_bpb=1.291691
  sliding_eval [ 22.1%] 214432/969088 windows running_bpb=1.291438
  sliding_eval [ 22.3%] 216032/969088 windows running_bpb=1.291725
  sliding_eval [ 22.5%] 217632/969088 windows running_bpb=1.291981
  sliding_eval [ 22.6%] 219232/969088 windows running_bpb=1.292066
  sliding_eval [ 22.8%] 220832/969088 windows running_bpb=1.291846
  sliding_eval [ 23.0%] 222432/969088 windows running_bpb=1.291443
  sliding_eval [ 23.1%] 224032/969088 windows running_bpb=1.291539
  sliding_eval [ 23.3%] 225632/969088 windows running_bpb=1.291056
  sliding_eval [ 23.4%] 227232/969088 windows running_bpb=1.290750
  sliding_eval [ 23.6%] 228832/969088 windows running_bpb=1.291230
  sliding_eval [ 23.8%] 230432/969088 windows running_bpb=1.290992
  sliding_eval [ 23.9%] 232032/969088 windows running_bpb=1.290808
  sliding_eval [ 24.1%] 233632/969088 windows running_bpb=1.290505
  sliding_eval [ 24.3%] 235232/969088 windows running_bpb=1.290553
  sliding_eval [ 24.4%] 236832/969088 windows running_bpb=1.290749
  sliding_eval [ 24.6%] 238432/969088 windows running_bpb=1.290779
  sliding_eval [ 24.8%] 240032/969088 windows running_bpb=1.290403
  sliding_eval [ 24.9%] 241632/969088 windows running_bpb=1.290081
  sliding_eval [ 25.1%] 243232/969088 windows running_bpb=1.289928
  sliding_eval [ 25.3%] 244832/969088 windows running_bpb=1.289809
  sliding_eval [ 25.4%] 246432/969088 windows running_bpb=1.289851
  sliding_eval [ 25.6%] 248032/969088 windows running_bpb=1.289396
  sliding_eval [ 25.8%] 249632/969088 windows running_bpb=1.289921
  sliding_eval [ 25.9%] 251232/969088 windows running_bpb=1.289852
  sliding_eval [ 26.1%] 252832/969088 windows running_bpb=1.290010
  sliding_eval [ 26.3%] 254432/969088 windows running_bpb=1.289819
  sliding_eval [ 26.4%] 256032/969088 windows running_bpb=1.289491
  sliding_eval [ 26.6%] 257632/969088 windows running_bpb=1.289354
  sliding_eval [ 26.8%] 259232/969088 windows running_bpb=1.289077
  sliding_eval [ 26.9%] 260832/969088 windows running_bpb=1.288827
  sliding_eval [ 27.1%] 262432/969088 windows running_bpb=1.288760
  sliding_eval [ 27.2%] 264032/969088 windows running_bpb=1.288599
  sliding_eval [ 27.4%] 265632/969088 windows running_bpb=1.288680
  sliding_eval [ 27.6%] 267232/969088 windows running_bpb=1.288381
  sliding_eval [ 27.7%] 268832/969088 windows running_bpb=1.288366
  sliding_eval [ 27.9%] 270432/969088 windows running_bpb=1.288754
  sliding_eval [ 28.1%] 272032/969088 windows running_bpb=1.289141
  sliding_eval [ 28.2%] 273632/969088 windows running_bpb=1.288910
  sliding_eval [ 28.4%] 275232/969088 windows running_bpb=1.288689
  sliding_eval [ 28.6%] 276832/969088 windows running_bpb=1.288978
  sliding_eval [ 28.7%] 278432/969088 windows running_bpb=1.288745
  sliding_eval [ 28.9%] 280032/969088 windows running_bpb=1.288671
  sliding_eval [ 29.1%] 281632/969088 windows running_bpb=1.288373
  sliding_eval [ 29.2%] 283232/969088 windows running_bpb=1.288421
  sliding_eval [ 29.4%] 284832/969088 windows running_bpb=1.288268
  sliding_eval [ 29.6%] 286432/969088 windows running_bpb=1.288118
  sliding_eval [ 29.7%] 288032/969088 windows running_bpb=1.288088
  sliding_eval [ 29.9%] 289632/969088 windows running_bpb=1.287886
  sliding_eval [ 30.1%] 291232/969088 windows running_bpb=1.287570
  sliding_eval [ 30.2%] 292832/969088 windows running_bpb=1.287580
  sliding_eval [ 30.4%] 294432/969088 windows running_bpb=1.287437
  sliding_eval [ 30.5%] 296032/969088 windows running_bpb=1.287519
  sliding_eval [ 30.7%] 297632/969088 windows running_bpb=1.287261
  sliding_eval [ 30.9%] 299232/969088 windows running_bpb=1.287331
  sliding_eval [ 31.0%] 300832/969088 windows running_bpb=1.287042
  sliding_eval [ 31.2%] 302432/969088 windows running_bpb=1.286653
  sliding_eval [ 31.4%] 304032/969088 windows running_bpb=1.286762
  sliding_eval [ 31.5%] 305632/969088 windows running_bpb=1.286746
  sliding_eval [ 31.7%] 307232/969088 windows running_bpb=1.286689
  sliding_eval [ 31.9%] 308832/969088 windows running_bpb=1.286462
  sliding_eval [ 32.0%] 310432/969088 windows running_bpb=1.286413
  sliding_eval [ 32.2%] 312032/969088 windows running_bpb=1.286299
  sliding_eval [ 32.4%] 313632/969088 windows running_bpb=1.286178
  sliding_eval [ 32.5%] 315232/969088 windows running_bpb=1.286180
  sliding_eval [ 32.7%] 316832/969088 windows running_bpb=1.286289
  sliding_eval [ 32.9%] 318432/969088 windows running_bpb=1.285963
  sliding_eval [ 33.0%] 320032/969088 windows running_bpb=1.285863
  sliding_eval [ 33.2%] 321632/969088 windows running_bpb=1.285814
  sliding_eval [ 33.4%] 323232/969088 windows running_bpb=1.285518
  sliding_eval [ 33.5%] 324832/969088 windows running_bpb=1.285188
  sliding_eval [ 33.7%] 326432/969088 windows running_bpb=1.284968
  sliding_eval [ 33.8%] 328032/969088 windows running_bpb=1.285056
  sliding_eval [ 34.0%] 329632/969088 windows running_bpb=1.285164
  sliding_eval [ 34.2%] 331232/969088 windows running_bpb=1.284809
  sliding_eval [ 34.3%] 332832/969088 windows running_bpb=1.284520
  sliding_eval [ 34.5%] 334432/969088 windows running_bpb=1.284381
  sliding_eval [ 34.7%] 336032/969088 windows running_bpb=1.284351
  sliding_eval [ 34.8%] 337632/969088 windows running_bpb=1.284235
  sliding_eval [ 35.0%] 339232/969088 windows running_bpb=1.284358
  sliding_eval [ 35.2%] 340832/969088 windows running_bpb=1.284136
  sliding_eval [ 35.3%] 342432/969088 windows running_bpb=1.284051
  sliding_eval [ 35.5%] 344032/969088 windows running_bpb=1.283653
  sliding_eval [ 35.7%] 345632/969088 windows running_bpb=1.283365
  sliding_eval [ 35.8%] 347232/969088 windows running_bpb=1.283255
  sliding_eval [ 36.0%] 348832/969088 windows running_bpb=1.283073
  sliding_eval [ 36.2%] 350432/969088 windows running_bpb=1.282881
  sliding_eval [ 36.3%] 352032/969088 windows running_bpb=1.283032
  sliding_eval [ 36.5%] 353632/969088 windows running_bpb=1.283262
  sliding_eval [ 36.7%] 355232/969088 windows running_bpb=1.282937
  sliding_eval [ 36.8%] 356832/969088 windows running_bpb=1.282838
  sliding_eval [ 37.0%] 358432/969088 windows running_bpb=1.282509
  sliding_eval [ 37.2%] 360032/969088 windows running_bpb=1.282163
  sliding_eval [ 37.3%] 361632/969088 windows running_bpb=1.282017
  sliding_eval [ 37.5%] 363232/969088 windows running_bpb=1.282331
  sliding_eval [ 37.6%] 364832/969088 windows running_bpb=1.282337
  sliding_eval [ 37.8%] 366432/969088 windows running_bpb=1.282175
  sliding_eval [ 38.0%] 368032/969088 windows running_bpb=1.282084
  sliding_eval [ 38.1%] 369632/969088 windows running_bpb=1.282103
  sliding_eval [ 38.3%] 371232/969088 windows running_bpb=1.282085
  sliding_eval [ 38.5%] 372832/969088 windows running_bpb=1.282146
  sliding_eval [ 38.6%] 374432/969088 windows running_bpb=1.282480
  sliding_eval [ 38.8%] 376032/969088 windows running_bpb=1.282377
  sliding_eval [ 39.0%] 377632/969088 windows running_bpb=1.282503
  sliding_eval [ 39.1%] 379232/969088 windows running_bpb=1.282426
  sliding_eval [ 39.3%] 380832/969088 windows running_bpb=1.282171
  sliding_eval [ 39.5%] 382432/969088 windows running_bpb=1.282173
  sliding_eval [ 39.6%] 384032/969088 windows running_bpb=1.281964
  sliding_eval [ 39.8%] 385632/969088 windows running_bpb=1.282097
  sliding_eval [ 40.0%] 387232/969088 windows running_bpb=1.282120
  sliding_eval [ 40.1%] 388832/969088 windows running_bpb=1.282207
  sliding_eval [ 40.3%] 390432/969088 windows running_bpb=1.282122
  sliding_eval [ 40.5%] 392032/969088 windows running_bpb=1.282111
  sliding_eval [ 40.6%] 393632/969088 windows running_bpb=1.282122
  sliding_eval [ 40.8%] 395232/969088 windows running_bpb=1.281943
  sliding_eval [ 40.9%] 396832/969088 windows running_bpb=1.282174
  sliding_eval [ 41.1%] 398432/969088 windows running_bpb=1.282242
  sliding_eval [ 41.3%] 400032/969088 windows running_bpb=1.282225
  sliding_eval [ 41.4%] 401632/969088 windows running_bpb=1.282192
  sliding_eval [ 41.6%] 403232/969088 windows running_bpb=1.282101
  sliding_eval [ 41.8%] 404832/969088 windows running_bpb=1.282166
  sliding_eval [ 41.9%] 406432/969088 windows running_bpb=1.281974
  sliding_eval [ 42.1%] 408032/969088 windows running_bpb=1.282044
  sliding_eval [ 42.3%] 409632/969088 windows running_bpb=1.282068
  sliding_eval [ 42.4%] 411232/969088 windows running_bpb=1.281940
  sliding_eval [ 42.6%] 412832/969088 windows running_bpb=1.282049
  sliding_eval [ 42.8%] 414432/969088 windows running_bpb=1.282093
  sliding_eval [ 42.9%] 416032/969088 windows running_bpb=1.282076
  sliding_eval [ 43.1%] 417632/969088 windows running_bpb=1.281940
  sliding_eval [ 43.3%] 419232/969088 windows running_bpb=1.281892
  sliding_eval [ 43.4%] 420832/969088 windows running_bpb=1.282119
  sliding_eval [ 43.6%] 422432/969088 windows running_bpb=1.282083
  sliding_eval [ 43.8%] 424032/969088 windows running_bpb=1.281894
  sliding_eval [ 43.9%] 425632/969088 windows running_bpb=1.281844
  sliding_eval [ 44.1%] 427232/969088 windows running_bpb=1.281686
  sliding_eval [ 44.3%] 428832/969088 windows running_bpb=1.281681
  sliding_eval [ 44.4%] 430432/969088 windows running_bpb=1.281637
  sliding_eval [ 44.6%] 432032/969088 windows running_bpb=1.281788
  sliding_eval [ 44.7%] 433632/969088 windows running_bpb=1.281795
  sliding_eval [ 44.9%] 435232/969088 windows running_bpb=1.281691
  sliding_eval [ 45.1%] 436832/969088 windows running_bpb=1.281884
  sliding_eval [ 45.2%] 438432/969088 windows running_bpb=1.281881
  sliding_eval [ 45.4%] 440032/969088 windows running_bpb=1.281857
  sliding_eval [ 45.6%] 441632/969088 windows running_bpb=1.282011
  sliding_eval [ 45.7%] 443232/969088 windows running_bpb=1.281988
  sliding_eval [ 45.9%] 444832/969088 windows running_bpb=1.282064
  sliding_eval [ 46.1%] 446432/969088 windows running_bpb=1.282207
  sliding_eval [ 46.2%] 448032/969088 windows running_bpb=1.282196
  sliding_eval [ 46.4%] 449632/969088 windows running_bpb=1.282207
  sliding_eval [ 46.6%] 451232/969088 windows running_bpb=1.282313
  sliding_eval [ 46.7%] 452832/969088 windows running_bpb=1.282389
  sliding_eval [ 46.9%] 454432/969088 windows running_bpb=1.282178
  sliding_eval [ 47.1%] 456032/969088 windows running_bpb=1.281967
  sliding_eval [ 47.2%] 457632/969088 windows running_bpb=1.282177
  sliding_eval [ 47.4%] 459232/969088 windows running_bpb=1.282096
  sliding_eval [ 47.6%] 460832/969088 windows running_bpb=1.282106
  sliding_eval [ 47.7%] 462432/969088 windows running_bpb=1.281952
  sliding_eval [ 47.9%] 464032/969088 windows running_bpb=1.281875
  sliding_eval [ 48.0%] 465632/969088 windows running_bpb=1.281940
  sliding_eval [ 48.2%] 467232/969088 windows running_bpb=1.281928
  sliding_eval [ 48.4%] 468832/969088 windows running_bpb=1.281994
  sliding_eval [ 48.5%] 470432/969088 windows running_bpb=1.281994
  sliding_eval [ 48.7%] 472032/969088 windows running_bpb=1.282105
  sliding_eval [ 48.9%] 473632/969088 windows running_bpb=1.281988
  sliding_eval [ 49.0%] 475232/969088 windows running_bpb=1.282027
  sliding_eval [ 49.2%] 476832/969088 windows running_bpb=1.282069
  sliding_eval [ 49.4%] 478432/969088 windows running_bpb=1.281994
  sliding_eval [ 49.5%] 480032/969088 windows running_bpb=1.282441
  sliding_eval [ 49.7%] 481632/969088 windows running_bpb=1.282366
  sliding_eval [ 49.9%] 483232/969088 windows running_bpb=1.282465
  sliding_eval [ 50.0%] 484832/969088 windows running_bpb=1.282787
  sliding_eval [ 50.2%] 486432/969088 windows running_bpb=1.282829
  sliding_eval [ 50.4%] 488032/969088 windows running_bpb=1.282710
  sliding_eval [ 50.5%] 489632/969088 windows running_bpb=1.282863
  sliding_eval [ 50.7%] 491232/969088 windows running_bpb=1.282791
  sliding_eval [ 50.9%] 492832/969088 windows running_bpb=1.282991
  sliding_eval [ 51.0%] 494432/969088 windows running_bpb=1.283135
  sliding_eval [ 51.2%] 496032/969088 windows running_bpb=1.283358
  sliding_eval [ 51.4%] 497632/969088 windows running_bpb=1.283389
  sliding_eval [ 51.5%] 499232/969088 windows running_bpb=1.283454
  sliding_eval [ 51.7%] 500832/969088 windows running_bpb=1.283471
  sliding_eval [ 51.8%] 502432/969088 windows running_bpb=1.283509
  sliding_eval [ 52.0%] 504032/969088 windows running_bpb=1.283581
  sliding_eval [ 52.2%] 505632/969088 windows running_bpb=1.283556
