
*****************************************
Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
*****************************************
logs/baseline_h100_original.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=/workspace/parameter-golf/data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=/workspace/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:17059912
world_size:2 grad_accum_steps:4
sdp_backends:cudnn=False flash=True mem_efficient=False math=False
step:1575/20000 train_loss:2.2393 train_time:267412ms step_avg:169.79ms
step:1600/20000 train_loss:2.1946 train_time:271629ms step_avg:169.77ms
step:1625/20000 train_loss:2.2270 train_time:275851ms step_avg:169.75ms
step:1650/20000 train_loss:2.2473 train_time:280154ms step_avg:169.79ms
step:1675/20000 train_loss:2.2656 train_time:284441ms step_avg:169.82ms
step:1700/20000 train_loss:2.2761 train_time:288673ms step_avg:169.81ms
step:1725/20000 train_loss:2.2124 train_time:292941ms step_avg:169.82ms
step:1750/20000 train_loss:2.2504 train_time:297197ms step_avg:169.83ms
step:1775/20000 train_loss:2.1737 train_time:301432ms step_avg:169.82ms
step:1800/20000 train_loss:2.2756 train_time:305668ms step_avg:169.82ms
step:1825/20000 train_loss:2.1799 train_time:309914ms step_avg:169.82ms
step:1850/20000 train_loss:2.2712 train_time:314167ms step_avg:169.82ms
step:1875/20000 train_loss:2.2778 train_time:318407ms step_avg:169.82ms
step:1900/20000 train_loss:2.2213 train_time:322644ms step_avg:169.81ms
step:1925/20000 train_loss:2.2623 train_time:326951ms step_avg:169.84ms
step:1950/20000 train_loss:2.2869 train_time:331201ms step_avg:169.85ms
step:1975/20000 train_loss:2.2646 train_time:335448ms step_avg:169.85ms
step:2000/20000 train_loss:2.2005 train_time:339666ms step_avg:169.83ms
step:2025/20000 train_loss:2.2422 train_time:343894ms step_avg:169.82ms
step:2050/20000 train_loss:2.2757 train_time:348119ms step_avg:169.81ms
step:2075/20000 train_loss:2.1972 train_time:352342ms step_avg:169.80ms
step:2100/20000 train_loss:2.3751 train_time:356648ms step_avg:169.83ms
step:2125/20000 train_loss:2.2149 train_time:360880ms step_avg:169.83ms
step:2150/20000 train_loss:2.1606 train_time:365204ms step_avg:169.86ms
step:2175/20000 train_loss:2.2241 train_time:369447ms step_avg:169.86ms
step:2200/20000 train_loss:2.1343 train_time:373690ms step_avg:169.86ms
step:2225/20000 train_loss:2.2111 train_time:377940ms step_avg:169.86ms
step:2250/20000 train_loss:2.1879 train_time:382181ms step_avg:169.86ms
step:2275/20000 train_loss:2.2258 train_time:386422ms step_avg:169.86ms
step:2300/20000 train_loss:2.2787 train_time:390687ms step_avg:169.86ms
step:2325/20000 train_loss:2.1840 train_time:395011ms step_avg:169.90ms
step:2350/20000 train_loss:2.1164 train_time:399269ms step_avg:169.90ms
step:2375/20000 train_loss:2.1188 train_time:403505ms step_avg:169.90ms
step:2400/20000 train_loss:2.2346 train_time:407749ms step_avg:169.90ms
step:2425/20000 train_loss:2.2404 train_time:411986ms step_avg:169.89ms
step:2450/20000 train_loss:2.2507 train_time:416239ms step_avg:169.89ms
step:2475/20000 train_loss:2.2311 train_time:420542ms step_avg:169.92ms
step:2500/20000 train_loss:2.1895 train_time:425045ms step_avg:170.02ms
step:2525/20000 train_loss:2.1516 train_time:429305ms step_avg:170.02ms
step:2550/20000 train_loss:2.1759 train_time:433539ms step_avg:170.02ms
step:2575/20000 train_loss:2.2552 train_time:437779ms step_avg:170.01ms
step:2600/20000 train_loss:2.2699 train_time:442032ms step_avg:170.01ms
step:2625/20000 train_loss:2.1653 train_time:446324ms step_avg:170.03ms
step:2650/20000 train_loss:2.2566 train_time:450577ms step_avg:170.03ms
step:2675/20000 train_loss:2.2550 train_time:454894ms step_avg:170.05ms
step:2700/20000 train_loss:2.1915 train_time:459165ms step_avg:170.06ms
step:2725/20000 train_loss:2.1901 train_time:463415ms step_avg:170.06ms
step:2750/20000 train_loss:2.2251 train_time:467672ms step_avg:170.06ms
step:2775/20000 train_loss:2.1962 train_time:471904ms step_avg:170.06ms
step:2800/20000 train_loss:2.2560 train_time:476145ms step_avg:170.05ms
step:2825/20000 train_loss:2.2161 train_time:480376ms step_avg:170.04ms
step:2850/20000 train_loss:2.1900 train_time:484624ms step_avg:170.04ms
step:2875/20000 train_loss:2.2875 train_time:488935ms step_avg:170.06ms
step:2900/20000 train_loss:2.1928 train_time:493189ms step_avg:170.07ms
step:2925/20000 train_loss:2.2041 train_time:497436ms step_avg:170.06ms
step:2950/20000 train_loss:2.2249 train_time:501673ms step_avg:170.06ms
step:2975/20000 train_loss:2.2304 train_time:505920ms step_avg:170.06ms
step:3000/20000 train_loss:2.1287 train_time:510160ms step_avg:170.05ms
step:3025/20000 train_loss:2.1685 train_time:514407ms step_avg:170.05ms
step:3050/20000 train_loss:2.1954 train_time:518661ms step_avg:170.05ms
step:3075/20000 train_loss:2.1997 train_time:522948ms step_avg:170.06ms
step:3100/20000 train_loss:2.2089 train_time:527221ms step_avg:170.07ms
step:3125/20000 train_loss:2.1879 train_time:531462ms step_avg:170.07ms
step:3150/20000 train_loss:2.0813 train_time:535707ms step_avg:170.07ms
step:3175/20000 train_loss:2.2645 train_time:539948ms step_avg:170.06ms
step:3200/20000 train_loss:2.2200 train_time:544195ms step_avg:170.06ms
step:3225/20000 train_loss:2.1947 train_time:548440ms step_avg:170.06ms
step:3250/20000 train_loss:2.1734 train_time:552762ms step_avg:170.08ms
step:3275/20000 train_loss:2.2059 train_time:557010ms step_avg:170.08ms
step:3300/20000 train_loss:2.2294 train_time:561255ms step_avg:170.08ms
step:3325/20000 train_loss:2.1396 train_time:565498ms step_avg:170.07ms
step:3350/20000 train_loss:2.1658 train_time:569746ms step_avg:170.07ms
step:3375/20000 train_loss:2.1531 train_time:574010ms step_avg:170.08ms
step:3400/20000 train_loss:2.2104 train_time:578245ms step_avg:170.07ms
step:3425/20000 train_loss:2.1454 train_time:582475ms step_avg:170.07ms
step:3450/20000 train_loss:2.0882 train_time:586770ms step_avg:170.08ms
step:3475/20000 train_loss:2.1811 train_time:591023ms step_avg:170.08ms
step:3500/20000 train_loss:2.2500 train_time:595270ms step_avg:170.08ms
step:3525/20000 train_loss:2.2337 train_time:599533ms step_avg:170.08ms
step:3550/20000 train_loss:2.2154 train_time:603789ms step_avg:170.08ms
step:3575/20000 train_loss:2.1885 train_time:608040ms step_avg:170.08ms
step:3600/20000 train_loss:2.1522 train_time:612284ms step_avg:170.08ms
step:3625/20000 train_loss:2.1347 train_time:616573ms step_avg:170.09ms
step:3650/20000 train_loss:2.1792 train_time:620816ms step_avg:170.09ms
step:3675/20000 train_loss:2.2122 train_time:625059ms step_avg:170.08ms
step:3700/20000 train_loss:2.1946 train_time:629304ms step_avg:170.08ms
step:3725/20000 train_loss:2.1946 train_time:633566ms step_avg:170.08ms
step:3750/20000 train_loss:2.1584 train_time:637823ms step_avg:170.09ms
step:3775/20000 train_loss:2.0777 train_time:642076ms step_avg:170.09ms
step:3800/20000 train_loss:2.2408 train_time:646304ms step_avg:170.08ms
step:3825/20000 train_loss:2.2677 train_time:650572ms step_avg:170.08ms
step:3850/20000 train_loss:2.1651 train_time:654799ms step_avg:170.08ms
step:3875/20000 train_loss:2.1989 train_time:659083ms step_avg:170.09ms
step:3900/20000 train_loss:2.1163 train_time:663329ms step_avg:170.08ms
step:3925/20000 train_loss:2.1749 train_time:667577ms step_avg:170.08ms
step:3950/20000 train_loss:2.2015 train_time:671820ms step_avg:170.08ms
step:3975/20000 train_loss:2.1407 train_time:676066ms step_avg:170.08ms
step:4000/20000 train_loss:2.1299 train_time:680303ms step_avg:170.08ms
step:4025/20000 train_loss:2.2476 train_time:684618ms step_avg:170.09ms
step:4050/20000 train_loss:2.1298 train_time:688866ms step_avg:170.09ms
step:4075/20000 train_loss:2.0806 train_time:693104ms step_avg:170.09ms
step:4100/20000 train_loss:2.1734 train_time:697372ms step_avg:170.09ms
step:4125/20000 train_loss:2.1807 train_time:701633ms step_avg:170.09ms
step:4150/20000 train_loss:2.2206 train_time:705873ms step_avg:170.09ms
step:4175/20000 train_loss:2.1485 train_time:710124ms step_avg:170.09ms
step:4200/20000 train_loss:2.2008 train_time:714439ms step_avg:170.10ms
step:4225/20000 train_loss:2.2356 train_time:718675ms step_avg:170.10ms
step:4250/20000 train_loss:2.2002 train_time:722917ms step_avg:170.10ms
step:4275/20000 train_loss:2.1262 train_time:727161ms step_avg:170.10ms
step:4300/20000 train_loss:2.0826 train_time:731424ms step_avg:170.10ms
step:4325/20000 train_loss:2.1384 train_time:735671ms step_avg:170.10ms
step:4350/20000 train_loss:2.2114 train_time:739913ms step_avg:170.10ms
step:4375/20000 train_loss:2.2455 train_time:744158ms step_avg:170.09ms
step:4400/20000 train_loss:2.1626 train_time:748487ms step_avg:170.11ms
step:4425/20000 train_loss:2.1998 train_time:752758ms step_avg:170.11ms
step:4450/20000 train_loss:2.0732 train_time:757000ms step_avg:170.11ms
step:4475/20000 train_loss:2.1863 train_time:761243ms step_avg:170.11ms
step:4500/20000 train_loss:2.1911 train_time:765473ms step_avg:170.11ms
step:4525/20000 train_loss:2.1595 train_time:769713ms step_avg:170.10ms
step:4550/20000 train_loss:2.1639 train_time:773969ms step_avg:170.10ms
step:4575/20000 train_loss:2.1545 train_time:778210ms step_avg:170.10ms
step:4600/20000 train_loss:1.9996 train_time:782502ms step_avg:170.11ms
step:4625/20000 train_loss:2.1747 train_time:786749ms step_avg:170.11ms
step:4650/20000 train_loss:2.1342 train_time:790993ms step_avg:170.11ms
step:4675/20000 train_loss:2.1999 train_time:795236ms step_avg:170.10ms
step:4700/20000 train_loss:2.2026 train_time:799477ms step_avg:170.10ms
step:4725/20000 train_loss:2.1435 train_time:803725ms step_avg:170.10ms
step:4750/20000 train_loss:2.0274 train_time:807970ms step_avg:170.10ms
step:4775/20000 train_loss:2.1310 train_time:812303ms step_avg:170.12ms
step:4800/20000 train_loss:2.1770 train_time:816547ms step_avg:170.11ms
step:4825/20000 train_loss:2.1610 train_time:820780ms step_avg:170.11ms
step:4850/20000 train_loss:2.2401 train_time:825018ms step_avg:170.11ms
step:4875/20000 train_loss:2.0589 train_time:829254ms step_avg:170.10ms
step:4900/20000 train_loss:2.1439 train_time:833501ms step_avg:170.10ms
step:4925/20000 train_loss:2.1649 train_time:837733ms step_avg:170.10ms
step:4950/20000 train_loss:2.1826 train_time:841969ms step_avg:170.09ms
step:4975/20000 train_loss:2.1549 train_time:846289ms step_avg:170.11ms
step:5000/20000 train_loss:2.1340 train_time:850524ms step_avg:170.10ms
step:5025/20000 train_loss:2.1526 train_time:854759ms step_avg:170.10ms
step:5050/20000 train_loss:2.1844 train_time:859006ms step_avg:170.10ms
step:5075/20000 train_loss:2.1331 train_time:863247ms step_avg:170.10ms
step:5100/20000 train_loss:2.1742 train_time:867518ms step_avg:170.10ms
step:5125/20000 train_loss:2.2864 train_time:871764ms step_avg:170.10ms
step:5150/20000 train_loss:2.1451 train_time:876042ms step_avg:170.11ms
step:5175/20000 train_loss:2.0859 train_time:880282ms step_avg:170.10ms
step:5200/20000 train_loss:2.1710 train_time:884523ms step_avg:170.10ms
step:5225/20000 train_loss:2.1141 train_time:888763ms step_avg:170.10ms
step:5250/20000 train_loss:2.1754 train_time:893005ms step_avg:170.10ms
step:5275/20000 train_loss:2.1965 train_time:897250ms step_avg:170.09ms
step:5300/20000 train_loss:2.2194 train_time:901490ms step_avg:170.09ms
step:5325/20000 train_loss:2.1504 train_time:905740ms step_avg:170.09ms
step:5350/20000 train_loss:2.0556 train_time:910028ms step_avg:170.10ms
step:5375/20000 train_loss:2.1591 train_time:914279ms step_avg:170.10ms
step:5400/20000 train_loss:2.1765 train_time:918529ms step_avg:170.10ms
step:5425/20000 train_loss:2.1686 train_time:922767ms step_avg:170.10ms
step:5450/20000 train_loss:2.1682 train_time:927013ms step_avg:170.09ms
step:5475/20000 train_loss:2.0413 train_time:931257ms step_avg:170.09ms
step:5500/20000 train_loss:2.1421 train_time:935501ms step_avg:170.09ms
step:5525/20000 train_loss:2.1592 train_time:939741ms step_avg:170.09ms
step:5550/20000 train_loss:2.1049 train_time:944058ms step_avg:170.10ms
step:5575/20000 train_loss:2.1133 train_time:948317ms step_avg:170.10ms
step:5600/20000 train_loss:2.2499 train_time:952563ms step_avg:170.10ms
step:5625/20000 train_loss:2.1297 train_time:956802ms step_avg:170.10ms
step:5650/20000 train_loss:2.0724 train_time:961039ms step_avg:170.10ms
step:5675/20000 train_loss:2.1209 train_time:965272ms step_avg:170.09ms
step:5700/20000 train_loss:2.1478 train_time:969528ms step_avg:170.09ms
step:5725/20000 train_loss:2.1153 train_time:973799ms step_avg:170.10ms
step:5750/20000 train_loss:2.1608 train_time:978058ms step_avg:170.10ms
step:5775/20000 train_loss:2.0512 train_time:982294ms step_avg:170.09ms
step:5800/20000 train_loss:2.1473 train_time:986545ms step_avg:170.09ms
step:5825/20000 train_loss:2.1079 train_time:990784ms step_avg:170.09ms
step:5850/20000 train_loss:2.1433 train_time:995026ms step_avg:170.09ms
step:5875/20000 train_loss:2.1467 train_time:999272ms step_avg:170.09ms
step:5900/20000 train_loss:2.1173 train_time:1003502ms step_avg:170.09ms
step:5925/20000 train_loss:2.1334 train_time:1007771ms step_avg:170.09ms
step:5950/20000 train_loss:2.1045 train_time:1012008ms step_avg:170.09ms
step:5975/20000 train_loss:2.1281 train_time:1016247ms step_avg:170.08ms
step:6000/20000 train_loss:2.2067 train_time:1020492ms step_avg:170.08ms
step:6025/20000 train_loss:2.1044 train_time:1024730ms step_avg:170.08ms
step:6050/20000 train_loss:2.1095 train_time:1028982ms step_avg:170.08ms
step:6075/20000 train_loss:2.1269 train_time:1033213ms step_avg:170.08ms
step:6100/20000 train_loss:2.1160 train_time:1037492ms step_avg:170.08ms
step:6125/20000 train_loss:2.1532 train_time:1041783ms step_avg:170.09ms
step:6150/20000 train_loss:2.1437 train_time:1046027ms step_avg:170.09ms
step:6175/20000 train_loss:2.1642 train_time:1050282ms step_avg:170.09ms
step:6200/20000 train_loss:2.1077 train_time:1054525ms step_avg:170.08ms
step:6225/20000 train_loss:2.1442 train_time:1058757ms step_avg:170.08ms
step:6250/20000 train_loss:2.0993 train_time:1062997ms step_avg:170.08ms
step:6275/20000 train_loss:2.0563 train_time:1067232ms step_avg:170.08ms
step:6300/20000 train_loss:2.0742 train_time:1071552ms step_avg:170.09ms
step:6325/20000 train_loss:2.1546 train_time:1075797ms step_avg:170.09ms
step:6350/20000 train_loss:2.0441 train_time:1080043ms step_avg:170.09ms
step:6375/20000 train_loss:2.1595 train_time:1084293ms step_avg:170.09ms
step:6400/20000 train_loss:2.0907 train_time:1088553ms step_avg:170.09ms
step:6425/20000 train_loss:2.0884 train_time:1092799ms step_avg:170.09ms
step:6450/20000 train_loss:2.1326 train_time:1097040ms step_avg:170.08ms
step:6475/20000 train_loss:2.0780 train_time:1101296ms step_avg:170.08ms
step:6500/20000 train_loss:2.0787 train_time:1105581ms step_avg:170.09ms
step:6525/20000 train_loss:2.0975 train_time:1109822ms step_avg:170.09ms
step:6550/20000 train_loss:2.1577 train_time:1114062ms step_avg:170.09ms
step:6575/20000 train_loss:2.0366 train_time:1118296ms step_avg:170.08ms
step:6600/20000 train_loss:2.0698 train_time:1122540ms step_avg:170.08ms
step:6625/20000 train_loss:2.0952 train_time:1126775ms step_avg:170.08ms
step:6650/20000 train_loss:2.1669 train_time:1131014ms step_avg:170.08ms
step:6675/20000 train_loss:2.1713 train_time:1135279ms step_avg:170.08ms
step:6700/20000 train_loss:2.1059 train_time:1139567ms step_avg:170.08ms
step:6725/20000 train_loss:2.1493 train_time:1143803ms step_avg:170.08ms
step:6750/20000 train_loss:2.2489 train_time:1148046ms step_avg:170.08ms
step:6775/20000 train_loss:2.0654 train_time:1152283ms step_avg:170.08ms
step:6800/20000 train_loss:2.1535 train_time:1156523ms step_avg:170.08ms
step:6825/20000 train_loss:2.0602 train_time:1160762ms step_avg:170.07ms
step:6850/20000 train_loss:1.9468 train_time:1165002ms step_avg:170.07ms
step:6875/20000 train_loss:2.0590 train_time:1169293ms step_avg:170.08ms
step:6900/20000 train_loss:2.0702 train_time:1173533ms step_avg:170.08ms
step:6925/20000 train_loss:1.9924 train_time:1177792ms step_avg:170.08ms
step:6950/20000 train_loss:2.1114 train_time:1182039ms step_avg:170.08ms
step:6975/20000 train_loss:2.1354 train_time:1186279ms step_avg:170.08ms
step:7000/20000 train_loss:2.1330 train_time:1190530ms step_avg:170.08ms
step:7025/20000 train_loss:2.0658 train_time:1194765ms step_avg:170.07ms
step:7050/20000 train_loss:2.0996 train_time:1199002ms step_avg:170.07ms
step:7056/20000 val_loss:2.0881 val_bpb:1.2367 train_time:1200022ms step_avg:170.07ms
stopping_early: wallclock_cap train_time:1200022ms step:7056/20000
peak memory allocated: 10334 MiB reserved: 10348 MiB
Serialized model: 67224983 bytes
Code size: 47686 bytes
Total submission size: 67272669 bytes
Serialized model int8+zlib: 15803968 bytes (payload:17178912 raw_torch:17224025 payload_ratio:3.91x)
Total submission size int8+zlib: 15851654 bytes
final_int8_zlib_roundtrip val_loss:2.0986 val_bpb:1.2429 eval_time:5566ms
final_int8_zlib_roundtrip_exact val_loss:2.09857836 val_bpb:1.24289631
