step,wallclock_s,step_time_ms,fwd_us,bwd_us,opt_us,dataloader_us,active_bytes,reserved_bytes,num_alloc_retries,num_device_alloc,num_device_free
77,6968059.085764,199.408,30714.3,58010.3,19470.7,169.9,683934720,46393196544,0,345,0
78,6968059.284084,198.320,30548.5,57723.4,19350.8,173.6,683934720,46393196544,0,345,0
79,6968059.481884,197.800,30445.2,58094.7,17912.5,162.4,683934720,46393196544,0,345,0
80,6968059.680381,198.498,30476.1,57542.3,18609.1,189.7,683934720,46393196544,0,345,0
81,6968059.880451,200.070,30717.3,57967.6,19612.3,540.4,683934720,46393196544,0,345,0
82,6968060.077606,197.155,30682.0,57739.1,17297.2,499.7,683934720,46393196544,0,345,0
83,6968060.274573,196.967,30671.8,57911.4,17318.6,511.9,683934720,46393196544,0,345,0
84,6968060.473317,198.744,30573.3,57712.9,19344.4,191.9,683934720,46393196544,0,345,0
85,6968060.673340,200.022,30767.6,57981.7,18092.7,200.0,683934720,46393196544,0,345,0
86,6968060.871620,198.281,30399.7,58084.2,18800.7,210.2,683934720,46393196544,0,345,0
87,6968061.070211,198.590,30960.2,58329.9,18530.3,499.5,683934720,46393196544,0,345,0
88,6968061.268984,198.774,30605.2,58549.9,16950.6,230.9,683934720,46393196544,0,345,0
89,6968061.468417,199.432,30866.4,58094.5,17933.3,523.7,683934720,46393196544,0,345,0
90,6968061.667485,199.069,31217.9,58491.8,18409.3,221.0,683934720,46393196544,0,345,0
91,6968061.864447,196.961,30385.6,58288.4,17620.7,215.5,683934720,46393196544,0,345,0
92,6968062.062990,198.543,30653.3,57989.4,19282.4,188.2,683934720,46393196544,0,345,0
93,6968062.261021,198.032,31363.5,58958.2,15799.2,185.9,683934720,46393196544,0,345,0
94,6968062.458258,197.236,30722.5,57902.4,17571.3,494.2,683934720,46393196544,0,345,0
95,6968062.657996,199.739,30747.9,57981.3,19695.0,241.8,683934720,46393196544,0,345,0
96,6968062.855940,197.944,30674.2,57986.4,18705.3,202.7,683934720,46393196544,0,345,0
97,6968063.053724,197.784,30836.1,58342.3,16955.6,197.5,683934720,46393196544,0,345,0
98,6968063.251543,197.819,30405.3,58175.4,18687.2,515.1,683934720,46393196544,0,345,0
99,6968063.450283,198.739,31012.9,58292.5,18579.6,193.0,683934720,46393196544,0,345,0
100,6968063.649681,199.398,30971.2,57967.6,19987.3,502.7,683934720,46393196544,0,345,0
101,6968063.861154,211.473,30620.3,57779.3,18087.5,154.2,683934720,46393196544,0,345,0
102,6968064.061315,200.161,30895.8,58068.2,19311.0,171.3,683934720,46393196544,0,345,0
103,6968064.259420,198.105,30903.2,58242.4,16626.0,157.3,683934720,46393196544,0,345,0
104,6968064.458751,199.331,30362.5,58281.6,19548.8,161.6,683934720,46393196544,0,345,0
105,6968064.656734,197.982,30715.2,58004.2,18855.2,174.1,683934720,46393196544,0,345,0
106,6968064.854928,198.194,30993.8,58650.2,17458.6,151.6,683934720,46393196544,0,345,0
107,6968065.053761,198.834,30849.5,58524.5,18352.4,149.3,683934720,46393196544,0,345,0
108,6968065.251871,198.110,30821.8,58021.1,17958.7,163.6,683934720,46393196544,0,345,0
109,6968065.449055,197.184,30866.5,58163.8,17264.0,157.2,683934720,46393196544,0,345,0
110,6968065.648906,199.850,30574.4,57655.8,19682.8,156.6,683934720,46393196544,0,345,0
111,6968065.847927,199.021,30877.4,58498.5,18337.0,167.3,683934720,46393196544,0,345,0
112,6968066.047122,199.195,31069.9,58077.3,18149.5,168.2,683934720,46393196544,0,345,0
113,6968066.249269,202.147,30935.6,58136.7,23047.3,149.7,683934720,46393196544,0,345,0
114,6968066.446654,197.385,31088.2,58504.4,16857.3,161.5,683934720,46393196544,0,345,0
115,6968066.643888,197.235,30231.7,57840.0,18479.2,154.6,683934720,46393196544,0,345,0
116,6968066.841264,197.375,31324.2,58984.1,16461.9,159.4,683934720,46393196544,0,345,0
117,6968067.038329,197.065,30878.5,58304.2,17160.9,155.2,683934720,46393196544,0,345,0
118,6968067.236615,198.286,30561.0,57808.0,19605.1,161.2,683934720,46393196544,0,345,0
119,6968067.433994,197.379,30591.0,57916.5,17718.8,152.5,683934720,46393196544,0,345,0
120,6968067.630054,196.060,30731.9,57969.2,16432.9,158.9,683934720,46393196544,0,345,0
121,6968067.827978,197.924,31227.1,58367.0,17275.4,157.9,683934720,46393196544,0,345,0
122,6968068.025606,197.628,31367.1,58629.2,15989.8,163.9,683934720,46393196544,0,345,0
123,6968068.222872,197.266,30375.7,58027.7,17629.0,164.1,683934720,46393196544,0,345,0
124,6968068.422838,199.966,30359.9,57946.4,20704.3,156.7,683934720,46393196544,0,345,0
125,6968068.622199,199.361,30546.7,57647.6,20753.0,159.4,683934720,46393196544,0,345,0
126,6968068.819340,197.141,30626.8,57542.2,17673.4,162.1,683934720,46393196544,0,345,0
127,6968069.015881,196.540,30536.4,57978.0,17366.7,160.4,683934720,46393196544,0,345,0
128,6968069.356145,340.264,30763.3,58941.4,66119.3,93552.5,683934720,46393196544,0,345,0
129,6968069.554204,198.059,30303.3,57620.6,19817.7,174.2,683934720,46393196544,0,345,0
130,6968069.751345,197.141,30880.3,58403.1,16110.3,176.3,683934720,46393196544,0,345,0
131,6968069.950253,198.907,30669.9,57966.2,19488.0,174.7,683934720,46393196544,0,345,0
132,6968070.148538,198.286,30717.8,58499.2,18098.7,178.0,683934720,46393196544,0,345,0
133,6968070.346587,198.049,31188.9,58274.2,18282.7,170.2,683934720,46393196544,0,345,0
134,6968070.542662,196.075,30419.7,58155.4,15628.6,190.2,683934720,46393196544,0,345,0
135,6968070.739833,197.171,30275.8,57867.0,17667.4,199.2,683934720,46393196544,0,345,0
136,6968070.936442,196.609,30650.6,58126.9,16340.4,205.8,683934720,46393196544,0,345,0
137,6968071.133279,196.837,30414.3,57511.4,17258.2,205.9,683934720,46393196544,0,345,0
138,6968071.329786,196.507,30508.2,57829.6,16524.5,200.4,683934720,46393196544,0,345,0
139,6968071.527423,197.637,30954.3,57935.8,18264.3,196.3,683934720,46393196544,0,345,0
140,6968071.726795,199.372,31233.6,58393.2,17935.6,208.3,683934720,46393196544,0,345,0
141,6968071.924439,197.644,30509.8,58209.2,17719.5,210.3,683934720,46393196544,0,345,0
142,6968072.121937,197.498,30982.1,58467.6,16948.0,206.2,683934720,46393196544,0,345,0
143,6968072.319944,198.007,30861.6,58211.1,17865.1,203.7,683934720,46393196544,0,345,0
144,6968072.519224,199.280,31072.8,58812.7,18356.3,200.3,683934720,46393196544,0,345,0
145,6968072.716336,197.112,31107.3,58687.4,17318.1,193.1,683934720,46393196544,0,345,0
146,6968072.915629,199.293,30415.6,58395.2,19241.6,162.2,683934720,46393196544,0,345,0
147,6968073.113964,198.335,30451.0,58135.5,18436.3,191.4,683934720,46393196544,0,345,0
148,6968073.311172,197.208,31026.7,58334.0,16695.5,195.4,683934720,46393196544,0,345,0
149,6968073.508955,197.783,30463.7,58424.3,18950.8,187.4,683934720,46393196544,0,345,0
150,6968073.706986,198.031,31759.6,59229.2,16177.0,159.4,683934720,46393196544,0,345,0
151,6968073.903861,196.875,30707.8,57747.2,17215.3,154.7,683934720,46393196544,0,345,0
152,6968074.102221,198.359,30660.9,58230.2,17941.3,172.1,683934720,46393196544,0,345,0
153,6968074.299589,197.369,30610.8,57607.1,17913.3,204.8,683934720,46393196544,0,345,0
154,6968074.496160,196.571,30577.5,58036.3,17421.4,187.2,683934720,46393196544,0,345,0
155,6968074.694058,197.898,30609.8,58014.9,18336.4,186.7,683934720,46393196544,0,345,0
156,6968074.890791,196.733,30722.8,58249.9,17254.6,189.6,683934720,46393196544,0,345,0
157,6968075.088653,197.862,30593.1,57865.1,18446.1,186.2,683934720,46393196544,0,345,0
158,6968075.287088,198.434,30764.2,57873.9,19156.8,155.7,683934720,46393196544,0,345,0
159,6968075.483957,196.869,31385.2,59180.6,15867.2,164.2,683934720,46393196544,0,345,0
160,6968075.683255,199.298,30440.1,57596.6,20673.7,156.7,683934720,46393196544,0,345,0
161,6968075.881699,198.444,30715.6,57868.9,19379.3,151.2,683934720,46393196544,0,345,0
162,6968076.079482,197.783,30682.1,57669.1,18357.1,170.9,683934720,46393196544,0,345,0
163,6968076.276652,197.170,30805.6,58002.0,16675.5,195.4,683934720,46393196544,0,345,0
164,6968076.474925,198.273,31169.3,58902.0,17494.2,194.5,683934720,46393196544,0,345,0
165,6968076.673709,198.784,30686.2,57731.7,18459.9,277.9,683934720,46393196544,0,345,0
166,6968076.871619,197.910,30544.6,57595.6,18537.8,193.7,683934720,46393196544,0,345,0
167,6968077.068561,196.942,30536.6,57583.9,18382.7,191.2,683934720,46393196544,0,345,0
168,6968077.267539,198.977,30312.1,57954.1,18627.6,192.7,683934720,46393196544,0,345,0
169,6968077.464199,196.661,30934.9,57830.1,15998.8,188.1,683934720,46393196544,0,345,0
170,6968077.663345,199.145,30471.2,57561.1,19950.4,201.2,683934720,46393196544,0,345,0
171,6968077.862777,199.432,30853.0,57915.6,20416.8,188.1,683934720,46393196544,0,345,0
172,6968078.062219,199.442,30306.1,58012.0,20089.9,189.4,683934720,46393196544,0,345,0
173,6968078.260011,197.792,30387.9,57920.9,19069.8,190.9,683934720,46393196544,0,345,0
174,6968078.457301,197.290,30333.2,57353.7,18629.7,190.7,683934720,46393196544,0,345,0
175,6968078.655294,197.993,30191.9,57751.1,18868.4,189.2,683934720,46393196544,0,345,0
176,6968078.852346,197.052,30489.6,57752.2,18364.2,196.2,683934720,46393196544,0,345,0
177,6968079.049804,197.457,30649.7,58160.1,18167.6,193.1,683934720,46393196544,0,345,0
178,6968079.246984,197.181,30908.6,58698.0,16021.0,198.4,683934720,46393196544,0,345,0
179,6968079.445846,198.862,30851.6,58220.8,18912.1,190.2,683934720,46393196544,0,345,0
180,6968079.643547,197.701,30642.2,57557.8,17854.8,190.8,683934720,46393196544,0,345,0
181,6968079.841683,198.136,31072.0,58202.0,18344.9,187.5,683934720,46393196544,0,345,0
182,6968080.038252,196.569,30385.9,57881.2,16199.6,191.3,683934720,46393196544,0,345,0
183,6968080.235950,197.697,30644.4,58367.4,17948.6,187.8,683934720,46393196544,0,345,0
184,6968080.433087,197.138,30429.9,57527.6,18091.5,202.8,683934720,46393196544,0,345,0
185,6968080.630463,197.376,30617.7,57715.5,19270.0,191.8,683934720,46393196544,0,345,0
186,6968080.828025,197.561,30882.3,57991.2,16988.3,298.1,683934720,46393196544,0,345,0
187,6968081.025633,197.609,30750.8,57849.0,18544.2,189.6,683934720,46393196544,0,345,0
188,6968081.224085,198.451,30691.5,57893.6,18979.3,189.6,683934720,46393196544,0,345,0
189,6968081.423202,199.117,31375.1,58981.0,17566.8,154.4,683934720,46393196544,0,345,0
190,6968081.620688,197.486,30687.7,57902.7,18766.3,193.2,683934720,46393196544,0,345,0
191,6968081.818336,197.648,30814.6,58132.7,17653.2,190.9,683934720,46393196544,0,345,0
192,6968082.017526,199.190,30663.9,57772.6,19687.3,197.3,683934720,46393196544,0,345,0
193,6968082.215370,197.845,30752.3,58245.4,18105.4,191.8,683934720,46393196544,0,345,0
194,6968082.415334,199.964,30816.0,57976.7,19301.7,190.0,683934720,46393196544,0,345,0
195,6968082.613705,198.371,31332.6,59075.6,14351.3,193.0,683934720,46393196544,0,345,0
196,6968082.810516,196.812,30529.9,58002.2,16858.1,182.1,683934720,46393196544,0,345,0
197,6968083.007690,197.173,30948.8,57966.7,18072.8,195.1,683934720,46393196544,0,345,0
198,6968083.205609,197.919,30831.9,58514.9,17521.5,191.0,683934720,46393196544,0,345,0
199,6968083.402478,196.870,30561.7,57658.1,17467.6,193.5,683934720,46393196544,0,345,0
200,6968083.599625,197.147,30275.6,57899.8,18055.0,191.8,683934720,46393196544,0,345,0
201,6968083.817112,217.486,30348.7,58245.8,20927.2,184.4,683934720,46393196544,0,345,0
202,6968084.015142,198.030,30574.7,58278.1,17387.3,189.0,683934720,46393196544,0,345,0
203,6968084.212903,197.761,30241.1,58007.1,18026.7,176.3,683934720,46393196544,0,345,0
204,6968084.412097,199.195,30413.1,58157.8,19453.4,211.2,683934720,46393196544,0,345,0
205,6968084.609124,197.027,30477.7,57941.4,18729.7,191.6,683934720,46393196544,0,345,0
206,6968084.807490,198.366,31327.0,58369.1,17708.5,198.1,683934720,46393196544,0,345,0
207,6968085.005498,198.008,30803.1,58559.8,17402.1,192.3,683934720,46393196544,0,345,0
208,6968085.205238,199.740,30718.8,58271.7,20263.7,187.4,683934720,46393196544,0,345,0
209,6968085.403444,198.206,30583.7,57497.8,19150.8,190.4,683934720,46393196544,0,345,0
210,6968085.601054,197.610,31198.1,58939.8,17308.0,191.9,683934720,46393196544,0,345,0
211,6968085.798018,196.964,30668.7,58240.8,16613.1,159.5,683934720,46393196544,0,345,0
212,6968085.994125,196.106,30723.1,57962.8,16171.9,191.4,683934720,46393196544,0,345,0
213,6968086.191012,196.887,30260.8,58230.0,16936.3,187.0,683934720,46393196544,0,345,0
214,6968086.389675,198.663,30910.5,58004.7,19021.2,191.9,683934720,46393196544,0,345,0
215,6968086.587269,197.594,31541.8,58823.1,16334.4,190.1,683934720,46393196544,0,345,0
216,6968086.785901,198.633,30709.5,58002.1,19397.9,193.8,683934720,46393196544,0,345,0
217,6968086.983621,197.720,30199.3,57396.4,19726.3,164.1,683934720,46393196544,0,345,0
218,6968087.181915,198.294,30876.3,57999.5,17652.9,192.5,683934720,46393196544,0,345,0
219,6968087.381789,199.874,30274.3,57348.0,21328.8,154.8,683934720,46393196544,0,345,0
220,6968087.578339,196.550,30637.7,57969.3,17689.2,178.2,683934720,46393196544,0,345,0
221,6968087.775943,197.604,30572.6,57683.8,17732.4,191.1,683934720,46393196544,0,345,0
222,6968087.973681,197.738,31224.3,58919.7,16966.2,191.0,683934720,46393196544,0,345,0
223,6968088.171762,198.080,30713.5,58765.3,15952.3,196.7,683934720,46393196544,0,345,0
224,6968088.368995,197.233,30624.3,58880.5,17105.8,188.4,683934720,46393196544,0,345,0
225,6968088.567321,198.326,31212.0,58423.0,16906.8,199.3,683934720,46393196544,0,345,0
226,6968088.764704,197.383,30569.4,57906.0,18658.7,189.7,683934720,46393196544,0,345,0
227,6968088.960797,196.093,30435.8,57766.0,16771.0,189.1,683934720,46393196544,0,345,0
228,6968089.157049,196.252,30412.5,57545.2,17380.9,161.2,683934720,46393196544,0,345,0
229,6968089.353803,196.754,30988.7,58454.8,15866.3,162.6,683934720,46393196544,0,345,0
230,6968089.549839,196.036,30323.6,57650.6,18022.7,186.3,683934720,46393196544,0,345,0
231,6968089.747688,197.849,30847.8,58092.3,17934.2,149.4,683934720,46393196544,0,345,0
232,6968089.946642,198.955,31475.4,58189.1,16097.2,188.1,683934720,46393196544,0,345,0
233,6968090.144782,198.140,30914.6,58033.8,18380.0,191.9,683934720,46393196544,0,345,0
234,6968090.343000,198.218,30873.2,58812.9,16989.5,189.6,683934720,46393196544,0,345,0
235,6968090.538520,195.521,30225.9,57959.1,16518.2,197.0,683934720,46393196544,0,345,0
236,6968090.735509,196.988,30584.3,57882.2,17722.7,189.1,683934720,46393196544,0,345,0
237,6968090.934794,199.285,30992.7,58540.1,17801.4,188.7,683934720,46393196544,0,345,0
238,6968091.135270,200.475,30510.4,57771.0,20756.0,190.2,683934720,46393196544,0,345,0
239,6968091.335890,200.620,30312.7,58105.4,21424.2,188.3,683934720,46393196544,0,345,0
240,6968091.533280,197.391,30425.3,57867.3,18878.5,178.3,683934720,46393196544,0,345,0
241,6968091.732625,199.345,30529.4,57701.8,20611.5,191.1,683934720,46393196544,0,345,0
242,6968091.929113,196.488,30545.7,57903.5,17083.8,191.8,683934720,46393196544,0,345,0
243,6968092.126966,197.854,30903.2,58014.2,17593.7,197.4,683934720,46393196544,0,345,0
244,6968092.323850,196.884,30509.2,58448.5,16636.6,190.1,683934720,46393196544,0,345,0
245,6968092.522641,198.791,30851.3,58182.6,19329.5,187.3,683934720,46393196544,0,345,0
246,6968092.720564,197.922,30886.0,58386.7,18101.5,160.3,683934720,46393196544,0,345,0
247,6968092.918470,197.906,30665.5,57870.9,19069.4,192.2,683934720,46393196544,0,345,0
248,6968093.115758,197.289,30306.6,57914.5,18509.8,189.8,683934720,46393196544,0,345,0
249,6968093.313738,197.980,30672.0,58130.8,19055.0,188.1,683934720,46393196544,0,345,0
250,6968093.512950,199.212,30609.9,58483.3,19351.3,188.2,683934720,46393196544,0,345,0
251,6968093.711076,198.125,30863.4,57906.5,18866.9,202.1,683934720,46393196544,0,345,0
252,6968093.909289,198.214,31079.5,58331.7,18165.2,198.8,683934720,46393196544,0,345,0
253,6968094.105987,196.697,30873.7,58738.6,15755.3,190.8,683934720,46393196544,0,345,0
254,6968094.304238,198.251,30295.6,57828.9,18650.3,1097.5,683934720,46393196544,0,345,0
255,6968094.620263,316.026,30451.0,57618.6,65081.3,72408.9,683934720,46393196544,0,345,0
256,6968094.816528,196.265,30171.5,57741.1,17036.2,215.3,683934720,46393196544,0,345,0
257,6968095.014412,197.884,30338.9,57369.9,19517.1,206.5,683934720,46393196544,0,345,0
258,6968095.213630,199.217,30603.1,57759.5,20029.5,206.5,683934720,46393196544,0,345,0
259,6968095.411617,197.988,30487.2,58347.1,18495.5,201.7,683934720,46393196544,0,345,0
260,6968095.609048,197.430,30777.4,57759.7,17952.7,195.9,683934720,46393196544,0,345,0
261,6968095.807341,198.293,31308.1,58314.3,17330.8,220.8,683934720,46393196544,0,345,0
262,6968096.004341,197.000,30246.2,58042.1,18558.1,183.5,683934720,46393196544,0,345,0
263,6968096.201740,197.400,31019.1,58145.7,17346.3,168.5,683934720,46393196544,0,345,0
264,6968096.400859,199.119,31100.8,58624.6,19125.5,200.6,683934720,46393196544,0,345,0
265,6968096.600635,199.776,30674.6,58051.4,19938.3,180.9,683934720,46393196544,0,345,0
266,6968096.797102,196.467,30511.3,57802.7,17533.1,197.9,683934720,46393196544,0,345,0
267,6968096.995880,198.778,30064.9,57611.4,20519.1,178.4,683934720,46393196544,0,345,0
268,6968097.192483,196.603,30630.9,58777.7,17352.3,193.9,683934720,46393196544,0,345,0
269,6968097.388530,196.048,30533.0,58086.0,16234.7,195.4,683934720,46393196544,0,345,0
270,6968097.589909,201.379,31137.9,58151.7,20599.1,189.2,683934720,46393196544,0,345,0
271,6968097.788811,198.901,31428.1,58324.5,19109.1,199.8,683934720,46393196544,0,345,0
272,6968097.986514,197.703,31117.9,58339.8,15317.0,182.4,683934720,46393196544,0,345,0
273,6968098.182194,195.680,30483.3,58324.2,16286.3,195.4,683934720,46393196544,0,345,0
274,6968098.381214,199.020,30376.8,58224.0,19367.8,190.2,683934720,46393196544,0,345,0
275,6968098.580376,199.162,30902.3,58473.2,18253.3,190.3,683934720,46393196544,0,345,0
276,6968098.777713,197.337,30565.3,57651.4,18311.2,195.2,683934720,46393196544,0,345,0
277,6968098.974586,196.873,30145.3,57805.3,18042.1,198.0,683934720,46393196544,0,345,0
278,6968099.172420,197.834,30637.5,57688.6,18447.2,180.0,683934720,46393196544,0,345,0
279,6968099.370062,197.641,30605.0,57862.5,17558.1,204.8,683934720,46393196544,0,345,0
280,6968099.568600,198.538,30750.8,57914.3,18622.8,187.8,683934720,46393196544,0,345,0
281,6968099.765386,196.786,31344.6,58740.9,15497.9,205.0,683934720,46393196544,0,345,0
282,6968099.963206,197.820,30878.2,58204.2,17665.6,170.4,683934720,46393196544,0,345,0
283,6968100.159572,196.366,30329.5,58079.3,17232.9,182.3,683934720,46393196544,0,345,0
284,6968100.356546,196.974,30463.2,57575.6,17953.2,178.3,683934720,46393196544,0,345,0
285,6968100.554606,198.061,30794.0,58181.4,17713.9,178.3,683934720,46393196544,0,345,0
286,6968100.752391,197.784,30823.0,57886.4,17763.7,216.8,683934720,46393196544,0,345,0
287,6968100.949834,197.444,30943.6,58437.7,17830.0,195.8,683934720,46393196544,0,345,0
288,6968101.146959,197.125,30881.3,58148.5,17714.7,171.2,683934720,46393196544,0,345,0
289,6968101.345103,198.144,30852.0,58435.8,18858.0,208.7,683934720,46393196544,0,345,0
290,6968101.542470,197.367,30133.4,57572.0,18634.8,181.4,683934720,46393196544,0,345,0
291,6968101.739972,197.502,30363.0,57881.0,17930.1,204.4,683934720,46393196544,0,345,0
292,6968101.937511,197.540,30528.4,58316.6,18215.5,176.2,683934720,46393196544,0,345,0
293,6968102.135610,198.098,30616.0,58057.3,18196.6,153.1,683934720,46393196544,0,345,0
294,6968102.334491,198.882,30499.6,57848.0,20338.2,198.1,683934720,46393196544,0,345,0
