[W222 14:40:58.881382055 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:40:59.804767646 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:40:59.938341343 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.988306225 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.045376427 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.074507308 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.075013559 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.079373768 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
logs/speedrunb1_tgpt_kv11m4_no_tee_sched_03_d512_l11_h8_kv2_m4_v2048_144043.txt
[rank6]:[W222 14:41:06.754564599 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank1]:[W222 14:41:06.754567194 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank3]:[W222 14:41:06.754572216 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank4]:[W222 14:41:06.754593696 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank0]:[W222 14:41:06.754605811 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank2]:[W222 14:41:06.754617554 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank7]:[W222 14:41:06.754727780 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank5]:[W222 14:41:06.754767043 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
model_params:32374823
attention_mode:gqa num_heads:8 num_kv_heads:2
tie_embeddings:False embed_lr:0.6 head_lr:0.008
world_size:8 grad_accum_steps:1 compile_model:True compile_dynamic:False compile_fullgraph:True use_amp:True
sdp_backends:cudnn=False flash=True mem_efficient=False math=False
step:1050/10000 train_loss:2.6495 train_time:63975ms step_avg:60.93ms
step:1075/10000 train_loss:2.6252 train_time:65423ms step_avg:60.86ms
step:1100/10000 train_loss:2.5741 train_time:66873ms step_avg:60.79ms
step:1125/10000 train_loss:2.4781 train_time:68322ms step_avg:60.73ms
step:1150/10000 train_loss:2.5805 train_time:69882ms step_avg:60.77ms
step:1175/10000 train_loss:2.5860 train_time:71332ms step_avg:60.71ms
step:1200/10000 train_loss:2.5543 train_time:72782ms step_avg:60.65ms
step:1225/10000 train_loss:2.5265 train_time:74229ms step_avg:60.60ms
step:1250/10000 train_loss:2.5098 train_time:75678ms step_avg:60.54ms
step:1275/10000 train_loss:2.5915 train_time:77127ms step_avg:60.49ms
step:1300/10000 train_loss:2.6578 train_time:78574ms step_avg:60.44ms
step:1325/10000 train_loss:2.5421 train_time:80024ms step_avg:60.40ms
step:1350/10000 train_loss:2.5618 train_time:81588ms step_avg:60.44ms
step:1375/10000 train_loss:2.0130 train_time:83040ms step_avg:60.39ms
step:1400/10000 train_loss:2.5927 train_time:84488ms step_avg:60.35ms
step:1425/10000 train_loss:2.8308 train_time:85938ms step_avg:60.31ms
step:1450/10000 train_loss:2.6250 train_time:87387ms step_avg:60.27ms
step:1475/10000 train_loss:2.7984 train_time:88835ms step_avg:60.23ms
step:1500/10000 train_loss:2.4535 train_time:90282ms step_avg:60.19ms
step:1525/10000 train_loss:2.3486 train_time:91731ms step_avg:60.15ms
step:1550/10000 train_loss:2.5954 train_time:93338ms step_avg:60.22ms
step:1575/10000 train_loss:2.4592 train_time:94785ms step_avg:60.18ms
step:1600/10000 train_loss:2.6320 train_time:96233ms step_avg:60.15ms
step:1625/10000 train_loss:2.5137 train_time:97681ms step_avg:60.11ms
step:1650/10000 train_loss:2.6106 train_time:99129ms step_avg:60.08ms
step:1675/10000 train_loss:2.5331 train_time:100580ms step_avg:60.05ms
step:1700/10000 train_loss:2.4377 train_time:102027ms step_avg:60.02ms
step:1725/10000 train_loss:2.5341 train_time:103600ms step_avg:60.06ms
step:1750/10000 train_loss:2.5224 train_time:105049ms step_avg:60.03ms
step:1775/10000 train_loss:2.5969 train_time:106498ms step_avg:60.00ms
step:1800/10000 train_loss:2.4625 train_time:107947ms step_avg:59.97ms
step:1825/10000 train_loss:2.6663 train_time:109395ms step_avg:59.94ms
step:1850/10000 train_loss:2.5747 train_time:110844ms step_avg:59.92ms
step:1875/10000 train_loss:2.5502 train_time:112293ms step_avg:59.89ms
step:1900/10000 train_loss:2.4996 train_time:113738ms step_avg:59.86ms
step:1925/10000 train_loss:2.6045 train_time:115305ms step_avg:59.90ms
step:1950/10000 train_loss:2.5324 train_time:116754ms step_avg:59.87ms
step:1975/10000 train_loss:2.4444 train_time:118202ms step_avg:59.85ms
step:2000/10000 train_loss:2.6014 train_time:119650ms step_avg:59.83ms
step:2025/10000 train_loss:2.4133 train_time:121097ms step_avg:59.80ms
step:2050/10000 train_loss:2.6021 train_time:122549ms step_avg:59.78ms
step:2075/10000 train_loss:2.5370 train_time:123999ms step_avg:59.76ms
step:2100/10000 train_loss:2.7104 train_time:125570ms step_avg:59.80ms
step:2125/10000 train_loss:2.5351 train_time:127017ms step_avg:59.77ms
step:2150/10000 train_loss:2.4420 train_time:128466ms step_avg:59.75ms
step:2175/10000 train_loss:2.4764 train_time:129913ms step_avg:59.73ms
step:2200/10000 train_loss:2.4336 train_time:131362ms step_avg:59.71ms
step:2225/10000 train_loss:2.4285 train_time:132812ms step_avg:59.69ms
step:2250/10000 train_loss:2.4296 train_time:134262ms step_avg:59.67ms
step:2275/10000 train_loss:2.3837 train_time:135712ms step_avg:59.65ms
step:2300/10000 train_loss:2.4043 train_time:137276ms step_avg:59.69ms
step:2325/10000 train_loss:2.4903 train_time:138729ms step_avg:59.67ms
step:2350/10000 train_loss:2.5245 train_time:140177ms step_avg:59.65ms
step:2375/10000 train_loss:2.4879 train_time:141624ms step_avg:59.63ms
step:2400/10000 train_loss:2.4914 train_time:143074ms step_avg:59.61ms
step:2425/10000 train_loss:2.4700 train_time:144524ms step_avg:59.60ms
step:2450/10000 train_loss:2.5399 train_time:145971ms step_avg:59.58ms
step:2475/10000 train_loss:2.4847 train_time:147421ms step_avg:59.56ms
step:2500/10000 train_loss:2.5283 train_time:148988ms step_avg:59.60ms
step:2525/10000 train_loss:2.5926 train_time:150435ms step_avg:59.58ms
step:2550/10000 train_loss:2.5702 train_time:151884ms step_avg:59.56ms
step:2575/10000 train_loss:2.4778 train_time:153336ms step_avg:59.55ms
step:2600/10000 train_loss:2.4767 train_time:154785ms step_avg:59.53ms
step:2625/10000 train_loss:2.4389 train_time:156232ms step_avg:59.52ms
step:2650/10000 train_loss:2.4163 train_time:157681ms step_avg:59.50ms
step:2675/10000 train_loss:2.4264 train_time:159247ms step_avg:59.53ms
step:2700/10000 train_loss:2.5764 train_time:160695ms step_avg:59.52ms
step:2725/10000 train_loss:2.4994 train_time:162150ms step_avg:59.50ms
step:2750/10000 train_loss:2.4535 train_time:163596ms step_avg:59.49ms
step:2775/10000 train_loss:2.5129 train_time:165044ms step_avg:59.48ms
step:2800/10000 train_loss:2.5326 train_time:166492ms step_avg:59.46ms
step:2825/10000 train_loss:2.3737 train_time:167942ms step_avg:59.45ms
step:2850/10000 train_loss:2.7164 train_time:169391ms step_avg:59.44ms
step:2875/10000 train_loss:2.4197 train_time:170963ms step_avg:59.47ms
step:2900/10000 train_loss:2.3917 train_time:172417ms step_avg:59.45ms
step:2925/10000 train_loss:2.4987 train_time:173864ms step_avg:59.44ms
step:2950/10000 train_loss:2.4945 train_time:175315ms step_avg:59.43ms
step:2975/10000 train_loss:2.6135 train_time:176765ms step_avg:59.42ms
step:3000/10000 train_loss:2.4792 train_time:178213ms step_avg:59.40ms
step:3025/10000 train_loss:2.4364 train_time:179664ms step_avg:59.39ms
step:3050/10000 train_loss:2.4999 train_time:181114ms step_avg:59.38ms
step:3075/10000 train_loss:2.3790 train_time:182684ms step_avg:59.41ms
step:3100/10000 train_loss:2.4448 train_time:184132ms step_avg:59.40ms
step:3125/10000 train_loss:2.4752 train_time:185582ms step_avg:59.39ms
step:3150/10000 train_loss:2.5112 train_time:187030ms step_avg:59.37ms
step:3175/10000 train_loss:2.6205 train_time:188476ms step_avg:59.36ms
step:3200/10000 train_loss:2.5514 train_time:189926ms step_avg:59.35ms
step:3225/10000 train_loss:2.4964 train_time:191373ms step_avg:59.34ms
step:3250/10000 train_loss:2.4775 train_time:192958ms step_avg:59.37ms
step:3275/10000 train_loss:2.3864 train_time:194408ms step_avg:59.36ms
step:3300/10000 train_loss:2.4661 train_time:195860ms step_avg:59.35ms
step:3325/10000 train_loss:2.5250 train_time:197309ms step_avg:59.34ms
step:3350/10000 train_loss:2.4870 train_time:198757ms step_avg:59.33ms
step:3375/10000 train_loss:2.5064 train_time:200205ms step_avg:59.32ms
step:3400/10000 train_loss:2.5947 train_time:201653ms step_avg:59.31ms
step:3425/10000 train_loss:2.5314 train_time:203106ms step_avg:59.30ms
step:3450/10000 train_loss:2.4511 train_time:204702ms step_avg:59.33ms
step:3475/10000 train_loss:2.2138 train_time:206154ms step_avg:59.32ms
step:3500/10000 train_loss:2.3851 train_time:207602ms step_avg:59.31ms
step:3525/10000 train_loss:2.3902 train_time:209052ms step_avg:59.31ms
step:3550/10000 train_loss:2.3925 train_time:210504ms step_avg:59.30ms
step:3575/10000 train_loss:2.4977 train_time:211951ms step_avg:59.29ms
step:3600/10000 train_loss:2.4587 train_time:213398ms step_avg:59.28ms
step:3625/10000 train_loss:2.3287 train_time:214993ms step_avg:59.31ms
step:3650/10000 train_loss:2.4978 train_time:216437ms step_avg:59.30ms
step:3675/10000 train_loss:2.2743 train_time:217885ms step_avg:59.29ms
step:3700/10000 train_loss:2.4631 train_time:219333ms step_avg:59.28ms
step:3725/10000 train_loss:2.3964 train_time:220782ms step_avg:59.27ms
step:3750/10000 train_loss:2.4034 train_time:222230ms step_avg:59.26ms
step:3775/10000 train_loss:2.5264 train_time:223679ms step_avg:59.25ms
step:3800/10000 train_loss:2.4307 train_time:225128ms step_avg:59.24ms
step:3825/10000 train_loss:2.5507 train_time:226700ms step_avg:59.27ms
step:3850/10000 train_loss:2.4093 train_time:228151ms step_avg:59.26ms
step:3875/10000 train_loss:2.3927 train_time:229601ms step_avg:59.25ms
step:3900/10000 train_loss:2.3783 train_time:231051ms step_avg:59.24ms
step:3925/10000 train_loss:2.4880 train_time:232499ms step_avg:59.24ms
step:3950/10000 train_loss:2.3115 train_time:233947ms step_avg:59.23ms
step:3975/10000 train_loss:2.3988 train_time:235396ms step_avg:59.22ms
step:4000/10000 train_loss:2.3408 train_time:236957ms step_avg:59.24ms
step:4025/10000 train_loss:2.4660 train_time:238405ms step_avg:59.23ms
step:4050/10000 train_loss:2.3861 train_time:239855ms step_avg:59.22ms
step:4075/10000 train_loss:2.4247 train_time:241302ms step_avg:59.22ms
step:4100/10000 train_loss:2.4451 train_time:242752ms step_avg:59.21ms
step:4125/10000 train_loss:2.4863 train_time:244201ms step_avg:59.20ms
step:4150/10000 train_loss:2.4552 train_time:245648ms step_avg:59.19ms
step:4175/10000 train_loss:2.3465 train_time:247097ms step_avg:59.18ms
step:4200/10000 train_loss:2.4548 train_time:248660ms step_avg:59.20ms
step:4225/10000 train_loss:2.4274 train_time:250109ms step_avg:59.20ms
step:4250/10000 train_loss:2.2471 train_time:251554ms step_avg:59.19ms
step:4275/10000 train_loss:2.4971 train_time:253007ms step_avg:59.18ms
step:4300/10000 train_loss:2.5278 train_time:254453ms step_avg:59.18ms
step:4325/10000 train_loss:2.4088 train_time:255902ms step_avg:59.17ms
step:4350/10000 train_loss:2.4062 train_time:257351ms step_avg:59.16ms
step:4375/10000 train_loss:2.4344 train_time:258916ms step_avg:59.18ms
step:4400/10000 train_loss:2.4697 train_time:260360ms step_avg:59.17ms
step:4425/10000 train_loss:2.1034 train_time:261810ms step_avg:59.17ms
step:4450/10000 train_loss:2.4365 train_time:263258ms step_avg:59.16ms
step:4475/10000 train_loss:2.4220 train_time:264706ms step_avg:59.15ms
step:4500/10000 train_loss:2.4489 train_time:266155ms step_avg:59.15ms
step:4525/10000 train_loss:2.6480 train_time:267606ms step_avg:59.14ms
step:4550/10000 train_loss:2.3410 train_time:269055ms step_avg:59.13ms
step:4575/10000 train_loss:2.4245 train_time:270614ms step_avg:59.15ms
step:4600/10000 train_loss:2.4886 train_time:272067ms step_avg:59.15ms
step:4625/10000 train_loss:2.3389 train_time:273517ms step_avg:59.14ms
step:4650/10000 train_loss:2.3809 train_time:274966ms step_avg:59.13ms
step:4675/10000 train_loss:2.4540 train_time:276414ms step_avg:59.13ms
step:4700/10000 train_loss:2.2703 train_time:277864ms step_avg:59.12ms
step:4725/10000 train_loss:2.4881 train_time:279310ms step_avg:59.11ms
step:4750/10000 train_loss:2.4412 train_time:280757ms step_avg:59.11ms
step:4775/10000 train_loss:2.4322 train_time:282322ms step_avg:59.13ms
step:4800/10000 train_loss:2.3482 train_time:283769ms step_avg:59.12ms
step:4825/10000 train_loss:2.3651 train_time:285219ms step_avg:59.11ms
step:4850/10000 train_loss:2.4702 train_time:286669ms step_avg:59.11ms
step:4875/10000 train_loss:2.4096 train_time:288119ms step_avg:59.10ms
step:4900/10000 train_loss:2.2463 train_time:289567ms step_avg:59.10ms
step:4925/10000 train_loss:2.4501 train_time:291016ms step_avg:59.09ms
step:4950/10000 train_loss:2.3668 train_time:292585ms step_avg:59.11ms
step:4975/10000 train_loss:2.4743 train_time:294030ms step_avg:59.10ms
step:5000/10000 train_loss:2.3619 train_time:295477ms step_avg:59.10ms
step:5025/10000 train_loss:2.4857 train_time:296926ms step_avg:59.09ms
step:5050/10000 train_loss:2.4527 train_time:298375ms step_avg:59.08ms
step:5075/10000 train_loss:2.4004 train_time:299824ms step_avg:59.08ms
step:5100/10000 train_loss:2.5567 train_time:301273ms step_avg:59.07ms
step:5125/10000 train_loss:2.8096 train_time:302722ms step_avg:59.07ms
step:5150/10000 train_loss:2.3458 train_time:304277ms step_avg:59.08ms
step:5175/10000 train_loss:2.4780 train_time:305729ms step_avg:59.08ms
step:5200/10000 train_loss:2.4642 train_time:307177ms step_avg:59.07ms
step:5225/10000 train_loss:2.3623 train_time:308626ms step_avg:59.07ms
step:5250/10000 train_loss:2.6157 train_time:310074ms step_avg:59.06ms
step:5275/10000 train_loss:2.5056 train_time:311521ms step_avg:59.06ms
step:5300/10000 train_loss:2.4857 train_time:312969ms step_avg:59.05ms
step:5325/10000 train_loss:2.3811 train_time:314417ms step_avg:59.05ms
step:5350/10000 train_loss:2.4154 train_time:315994ms step_avg:59.06ms
step:5375/10000 train_loss:2.3616 train_time:317444ms step_avg:59.06ms
step:5400/10000 train_loss:2.2346 train_time:318893ms step_avg:59.05ms
step:5425/10000 train_loss:2.4073 train_time:320342ms step_avg:59.05ms
step:5450/10000 train_loss:2.3960 train_time:321791ms step_avg:59.04ms
step:5475/10000 train_loss:2.2862 train_time:323242ms step_avg:59.04ms
step:5500/10000 train_loss:2.4025 train_time:324689ms step_avg:59.03ms
step:5525/10000 train_loss:2.4381 train_time:326267ms step_avg:59.05ms
step:5550/10000 train_loss:2.3968 train_time:327715ms step_avg:59.05ms
step:5575/10000 train_loss:2.4314 train_time:329167ms step_avg:59.04ms
step:5600/10000 train_loss:2.3926 train_time:330614ms step_avg:59.04ms
step:5625/10000 train_loss:2.3915 train_time:332064ms step_avg:59.03ms
step:5650/10000 train_loss:2.3013 train_time:333511ms step_avg:59.03ms
step:5675/10000 train_loss:2.3528 train_time:334960ms step_avg:59.02ms
step:5700/10000 train_loss:2.3492 train_time:336406ms step_avg:59.02ms
step:5725/10000 train_loss:2.4193 train_time:337988ms step_avg:59.04ms
step:5750/10000 train_loss:2.5091 train_time:339438ms step_avg:59.03ms
step:5775/10000 train_loss:2.4518 train_time:340885ms step_avg:59.03ms
step:5800/10000 train_loss:2.4460 train_time:342334ms step_avg:59.02ms
step:5825/10000 train_loss:2.3913 train_time:343784ms step_avg:59.02ms
step:5850/10000 train_loss:2.3843 train_time:345232ms step_avg:59.01ms
step:5875/10000 train_loss:2.3187 train_time:346682ms step_avg:59.01ms
step:5900/10000 train_loss:2.4180 train_time:348249ms step_avg:59.03ms
step:5925/10000 train_loss:2.5042 train_time:349694ms step_avg:59.02ms
step:5950/10000 train_loss:2.4229 train_time:351143ms step_avg:59.02ms
step:5975/10000 train_loss:2.3664 train_time:352593ms step_avg:59.01ms
step:6000/10000 train_loss:2.3838 train_time:354041ms step_avg:59.01ms
step:6025/10000 train_loss:2.4291 train_time:355491ms step_avg:59.00ms
step:6050/10000 train_loss:2.4494 train_time:356940ms step_avg:59.00ms
step:6075/10000 train_loss:2.4424 train_time:358390ms step_avg:58.99ms
step:6100/10000 train_loss:2.3349 train_time:359958ms step_avg:59.01ms
step:6125/10000 train_loss:2.3801 train_time:361408ms step_avg:59.01ms
step:6150/10000 train_loss:2.3458 train_time:362856ms step_avg:59.00ms
step:6175/10000 train_loss:2.3936 train_time:364304ms step_avg:59.00ms
step:6200/10000 train_loss:2.4046 train_time:365754ms step_avg:58.99ms
step:6225/10000 train_loss:2.3843 train_time:367201ms step_avg:58.99ms
step:6250/10000 train_loss:2.3186 train_time:368648ms step_avg:58.98ms
step:6275/10000 train_loss:2.4673 train_time:370097ms step_avg:58.98ms
step:6300/10000 train_loss:2.3599 train_time:371666ms step_avg:58.99ms
step:6325/10000 train_loss:2.4014 train_time:373113ms step_avg:58.99ms
step:6350/10000 train_loss:2.4103 train_time:374561ms step_avg:58.99ms
step:6375/10000 train_loss:2.4000 train_time:376010ms step_avg:58.98ms
step:6400/10000 train_loss:2.3710 train_time:377460ms step_avg:58.98ms
step:6425/10000 train_loss:2.4714 train_time:378908ms step_avg:58.97ms
step:6450/10000 train_loss:2.4415 train_time:380355ms step_avg:58.97ms
step:6475/10000 train_loss:2.3213 train_time:381921ms step_avg:58.98ms
step:6500/10000 train_loss:2.3815 train_time:383369ms step_avg:58.98ms
step:6525/10000 train_loss:2.4196 train_time:384822ms step_avg:58.98ms
step:6550/10000 train_loss:2.3313 train_time:386269ms step_avg:58.97ms
step:6575/10000 train_loss:2.3700 train_time:387718ms step_avg:58.97ms
step:6600/10000 train_loss:2.3564 train_time:389167ms step_avg:58.96ms
step:6625/10000 train_loss:2.5540 train_time:390616ms step_avg:58.96ms
step:6650/10000 train_loss:2.4044 train_time:392065ms step_avg:58.96ms
step:6675/10000 train_loss:2.4093 train_time:393635ms step_avg:58.97ms
step:6700/10000 train_loss:2.4209 train_time:395091ms step_avg:58.97ms
step:6725/10000 train_loss:2.4375 train_time:396539ms step_avg:58.96ms
step:6750/10000 train_loss:2.5914 train_time:397985ms step_avg:58.96ms
step:6775/10000 train_loss:2.3744 train_time:399431ms step_avg:58.96ms
step:6800/10000 train_loss:2.4425 train_time:400881ms step_avg:58.95ms
step:6825/10000 train_loss:2.4021 train_time:402328ms step_avg:58.95ms
step:6850/10000 train_loss:2.4752 train_time:403779ms step_avg:58.95ms
step:6875/10000 train_loss:2.3650 train_time:405358ms step_avg:58.96ms
step:6900/10000 train_loss:2.3771 train_time:406805ms step_avg:58.96ms
step:6925/10000 train_loss:2.3454 train_time:408253ms step_avg:58.95ms
